dataset,affinity,max_iter,convergence_iter,damping,imputation,dataset_type,Train_time,rand_score,adjusted_rand_score,silhouette_score,adjusted_mutual_info_score,normalized_mutual_info_score
vertebral_RL.csv,precomputed,361,20,0.6929778329699878,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,358,26,0.7186313775172165,None,Real,0.05870821699500084,0.45620628458085394,0.01941627278739438,0.16712599319655783,0.10143790250112478,0.12219503874273532
vertebral_RL.csv,euclidean,402,12,0.8803875539505173,None,Real,0.02004939317703247,0.5615408706545568,0.0,0.0,2.847779935236864e-17,1.942185915824106e-15
vertebral_RL.csv,euclidean,125,29,0.8488856542185341,None,Real,0.09084493294358253,0.4551414552667293,0.018555825190686877,0.16470031259864537,0.09996294390804657,0.12124638385146315
vertebral_RL.csv,euclidean,339,27,0.5408609872920138,None,Real,0.046151429414749146,0.4565194696732435,0.020130859558934455,0.17251366794101242,0.10824491789954813,0.12878956118555443
vertebral_RL.csv,precomputed,73,28,0.8693499573429981,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,432,12,0.9539769011066186,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,243,12,0.6023487761313094,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,99,26,0.7513481502269688,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,346,20,0.6517789002068797,None,Real,0.047038622200489044,0.45892055538156384,0.02437401467300464,0.17050412043292396,0.11237452073349631,0.1328543692940294
vertebral_RL.csv,euclidean,354,6,0.7512115416234803,None,Real,0.030595872551202774,0.4538678358910116,0.01638461153350279,0.16773562466908795,0.09762489958110586,0.1188260846880823
vertebral_RL.csv,precomputed,51,19,0.6242779237738514,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,270,2,0.7867198453450908,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,154,28,0.9536215552946934,None,Real,0.03469446673989296,0.5615408706545568,0.0,0.0,2.847779935236864e-17,1.942185915824106e-15
vertebral_RL.csv,precomputed,226,15,0.5890438556936393,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,92,22,0.8174561056417466,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,93,17,0.9125244317171053,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,436,27,0.8752056458255111,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,237,9,0.6255502818496123,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,51,6,0.7652702684720201,None,Real,0.03353329747915268,0.4538678358910116,0.01638461153350279,0.16773562466908795,0.09762489958110586,0.1188260846880823
vertebral_RL.csv,euclidean,127,10,0.636805796134343,None,Real,0.038909781724214554,0.45620628458085394,0.01941627278739438,0.16712599319655783,0.10143790250112478,0.12219503874273532
vertebral_RL.csv,precomputed,78,9,0.5292676241801848,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,310,5,0.7673726748369281,None,Real,0.03220305219292641,0.4538678358910116,0.01638461153350279,0.16773562466908795,0.09762489958110586,0.1188260846880823
vertebral_RL.csv,precomputed,484,7,0.9692686546256996,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,118,11,0.964604497840304,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,410,28,0.6541561294053139,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,80,5,0.698738010606508,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,50,5,0.8944132930886131,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,197,28,0.5022709749489404,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,193,23,0.9654611341697081,None,Real,0.02834218740463257,0.5615408706545568,0.0,0.0,2.847779935236864e-17,1.942185915824106e-15
vertebral_RL.csv,euclidean,105,24,0.9353536538947429,None,Real,0.02985769510269165,0.5615408706545568,0.0,0.0,2.847779935236864e-17,1.942185915824106e-15
vertebral_RL.csv,precomputed,299,7,0.991019779278701,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,405,23,0.5954840111372645,None,Real,0.05124706029891968,0.455663430420712,0.019346248840825905,0.17366100866060963,0.10375010285712531,0.12502311098099597
vertebral_RL.csv,precomputed,107,27,0.7831147914601392,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,65,17,0.6258514130202176,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,384,4,0.8939574814121202,None,Real,0.011451143771409988,0.5615408706545568,0.0,0.0,2.847779935236864e-17,1.942185915824106e-15
vertebral_RL.csv,euclidean,243,13,0.7970578132924118,None,Real,0.06014710292220116,0.45620628458085394,0.01941627278739438,0.16712599319655783,0.10143790250112478,0.12219503874273532
vertebral_RL.csv,euclidean,460,25,0.5550068401205981,None,Real,0.04769139364361763,0.4565194696732435,0.020130859558934455,0.17251366794101242,0.10824491789954813,0.12878956118555443
vertebral_RL.csv,precomputed,279,6,0.7732280863067231,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,216,14,0.8696908134493702,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,144,2,0.7258269991854622,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,98,26,0.5933178384343915,None,Real,0.047646623104810715,0.4557469464453492,0.019551177834742146,0.1726899841264343,0.10375130657706651,0.1250132490198897
vertebral_RL.csv,euclidean,188,29,0.8151964158581733,None,Real,0.07898003607988358,0.4551414552667293,0.018555825190686877,0.16470031259864537,0.09996294390804657,0.12124638385146315
vertebral_RL.csv,euclidean,325,11,0.6100076306985746,None,Real,0.035832472145557404,0.45620628458085394,0.01941627278739438,0.16712599319655783,0.10143790250112478,0.12219503874273532
vertebral_RL.csv,precomputed,117,28,0.7995650305868506,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,355,22,0.8364084936249266,None,Real,0.08333519846200943,0.4551414552667293,0.018555825190686877,0.16470031259864537,0.09996294390804657,0.12124638385146315
vertebral_RL.csv,precomputed,484,14,0.6503171791681426,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,195,10,0.7735246058701131,None,Real,0.0553608164191246,0.4551414552667293,0.018555825190686877,0.16470031259864537,0.09996294390804657,0.12124638385146315
vertebral_RL.csv,euclidean,181,11,0.5184533100297404,None,Real,0.03243023529648781,0.45810627414135086,0.022883137462198104,0.17563199748733213,0.11342224146341211,0.13386054656437502
vertebral_RL.csv,precomputed,298,3,0.5657360180579726,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,339,10,0.9486402309320027,None,Real,0.017352651804685593,0.5615408706545568,0.0,0.0,2.847779935236864e-17,1.942185915824106e-15
vertebral_RL.csv,euclidean,484,19,0.725981157629968,None,Real,0.056724824011325836,0.45620628458085394,0.01941627278739438,0.16712599319655783,0.10143790250112478,0.12219503874273532
vertebral_RL.csv,precomputed,399,16,0.8193617159758374,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,319,18,0.5395029658215302,None,Real,0.039806198328733444,0.4565194696732435,0.020130859558934455,0.17251366794101242,0.10824491789954813,0.12878956118555443
vertebral_RL.csv,precomputed,357,11,0.9791961752183305,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,279,5,0.6333842921079689,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,230,28,0.8348050761668613,None,Real,0.08812333643436432,0.4551414552667293,0.018555825190686877,0.16470031259864537,0.09996294390804657,0.12124638385146315
vertebral_RL.csv,euclidean,202,18,0.8402142131917736,None,Real,0.08164441958069801,0.4551414552667293,0.018555825190686877,0.16470031259864537,0.09996294390804657,0.12124638385146315
vertebral_RL.csv,euclidean,70,10,0.6868065493035115,None,Real,0.0431600846350193,0.45620628458085394,0.01941627278739438,0.16712599319655783,0.10143790250112478,0.12219503874273532
vertebral_RL.csv,euclidean,214,18,0.5451755244308758,None,Real,0.04508920758962631,0.4565194696732435,0.020130859558934455,0.17251366794101242,0.10824491789954813,0.12878956118555443
vertebral_RL.csv,precomputed,466,2,0.8680965220238201,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,482,10,0.8019804977100473,None,Real,0.05934743210673332,0.4551414552667293,0.018555825190686877,0.16470031259864537,0.09996294390804657,0.12124638385146315
vertebral_RL.csv,euclidean,101,17,0.8710680397963454,None,Real,0.09538992494344711,0.4551414552667293,0.018555825190686877,0.16470031259864537,0.09996294390804657,0.12124638385146315
vertebral_RL.csv,precomputed,223,26,0.6409223409721881,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,69,17,0.8845770358610066,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,221,14,0.6740868776716131,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,492,27,0.8228263074517705,None,Real,0.08458274230360985,0.45620628458085394,0.01941627278739438,0.16712599319655783,0.10143790250112478,0.12219503874273532
vertebral_RL.csv,precomputed,121,14,0.8960089986340251,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,477,20,0.8916703526480514,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,64,11,0.8696947781506619,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,152,29,0.9259527469337787,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,81,24,0.5757226670348318,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,342,18,0.7038285477365903,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,266,22,0.8824068400026609,None,Real,0.10818000882863998,0.4551414552667293,0.018555825190686877,0.16470031259864537,0.09996294390804657,0.12124638385146315
vertebral_RL.csv,precomputed,170,14,0.5999912878648046,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,121,5,0.7192493926323028,None,Real,0.03747513145208359,0.45626892159933186,0.01951559094627473,0.16545990986035158,0.10273222580162561,0.1224437780184095
vertebral_RL.csv,precomputed,166,13,0.6576616464291338,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,184,15,0.8763058464353755,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,498,26,0.9005650139063773,None,Real,0.11860702559351921,0.4551414552667293,0.018555825190686877,0.16470031259864537,0.09996294390804657,0.12124638385146315
vertebral_RL.csv,euclidean,310,17,0.599610660808982,None,Real,0.04034671559929848,0.45620628458085394,0.01941627278739438,0.16712599319655783,0.10143790250112478,0.12219503874273532
vertebral_RL.csv,precomputed,73,12,0.9648835987741413,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,260,29,0.5018719308507049,None,Real,0.05220998823642731,0.4558095834638271,0.01927810019385503,0.17026680656112775,0.1024564483088149,0.1238178621979614
vertebral_RL.csv,euclidean,136,23,0.7539509635284964,None,Real,0.05996695160865784,0.4551414552667293,0.018555825190686877,0.16470031259864537,0.09996294390804657,0.12124638385146315
vertebral_RL.csv,euclidean,356,21,0.7190949420290722,None,Real,0.053759124130010605,0.45620628458085394,0.01941627278739438,0.16712599319655783,0.10143790250112478,0.12219503874273532
vertebral_RL.csv,precomputed,129,20,0.802019461844723,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,309,20,0.994386210445684,None,Real,0.025019779801368713,0.5615408706545568,0.0,0.0,2.847779935236864e-17,1.942185915824106e-15
vertebral_RL.csv,precomputed,186,8,0.5061043233363857,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,110,22,0.7914784154164742,None,Real,0.0660036988556385,0.45620628458085394,0.01941627278739438,0.16712599319655783,0.10143790250112478,0.12219503874273532
vertebral_RL.csv,precomputed,285,2,0.6772833107027948,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,113,7,0.9091787675957461,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,450,5,0.8738946391213687,None,Real,0.012205284088850021,0.5615408706545568,0.0,0.0,2.847779935236864e-17,1.942185915824106e-15
vertebral_RL.csv,euclidean,279,5,0.8007569393670251,None,Real,0.012710187584161758,0.5615408706545568,0.0,0.0,2.847779935236864e-17,1.942185915824106e-15
vertebral_RL.csv,euclidean,464,22,0.5660957295907433,None,Real,0.047920454293489456,0.458252427184466,0.02288859338840408,0.17173423113039846,0.1126759673228562,0.13324893768867002
vertebral_RL.csv,euclidean,444,2,0.8385399920838019,None,Real,0.010005857795476913,0.5615408706545568,0.0,0.0,2.847779935236864e-17,1.942185915824106e-15
vertebral_RL.csv,precomputed,500,26,0.6451999519358161,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,441,24,0.8429482034832442,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,414,5,0.8497052231838772,None,Real,0.012281425297260284,0.5615408706545568,0.0,0.0,2.847779935236864e-17,1.942185915824106e-15
vertebral_RL.csv,precomputed,240,24,0.9658141410102533,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,129,21,0.665194759822505,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,321,21,0.9463143615355318,None,Real,0.02628285437822342,0.5615408706545568,0.0,0.0,2.847779935236864e-17,1.942185915824106e-15
vertebral_RL.csv,euclidean,447,17,0.9813522169595857,None,Real,0.022887300699949265,0.5615408706545568,0.0,0.0,2.847779935236864e-17,1.942185915824106e-15
vertebral_RL.csv,precomputed,57,10,0.6901367086541735,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,127,15,0.7237227725102194,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,403,23,0.9917825853737369,None,Real,0.027488868683576584,0.5615408706545568,0.0,0.0,2.847779935236864e-17,1.942185915824106e-15
vertebral_RL.csv,euclidean,94,13,0.6487427888410418,None,Real,0.04009507596492767,0.45892055538156384,0.02437401467300464,0.17050412043292396,0.11237452073349631,0.1328543692940294
vertebral_RL.csv,precomputed,411,11,0.6052582145545959,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,110,23,0.9453405690494985,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,224,17,0.5859858135188739,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,69,9,0.746589268662952,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,precomputed,374,20,0.6074197135515259,None,Real,0.0,0.0,0.0,0.0,0.0,0.0
vertebral_RL.csv,euclidean,174,25,0.8609845960626608,None,Real,0.09114908054471016,0.4551414552667293,0.018555825190686877,0.16470031259864537,0.09996294390804657,0.12124638385146315
dense-disk-5000.csv,precomputed,434,5,0.8666134261450511,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,precomputed,467,13,0.5572544343490617,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,precomputed,350,10,0.7825733265535224,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,precomputed,189,18,0.8868139284402812,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,precomputed,368,19,0.591763456115899,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,precomputed,184,4,0.7548467051756269,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,precomputed,157,16,0.6035787568820288,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,precomputed,233,2,0.5762491627409801,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,precomputed,92,22,0.844816489341145,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,euclidean,84,5,0.9079858760987669,None,Synthetic,14.78295873478055,0.4415330445040589,0.01956957473430765,0.33685887632538686,0.21590820242888792,0.21828944612493534
dense-disk-5000.csv,euclidean,124,27,0.9609031879458382,None,Synthetic,36.17294865846634,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,euclidean,179,25,0.6448221941922829,None,Synthetic,53.598191764205694,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,precomputed,234,2,0.6787009138175356,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,euclidean,202,7,0.5296019549418116,None,Synthetic,57.14053304120898,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,precomputed,401,17,0.8320596961523681,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,precomputed,81,4,0.780996837946482,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,precomputed,334,18,0.536811910541083,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,precomputed,60,23,0.93373424552671,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,precomputed,237,8,0.8074674267708545,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,precomputed,164,6,0.5675137262551373,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,euclidean,499,16,0.7093243124756701,None,Synthetic,30.042491763830185,0.44221905605610917,0.020645798110613813,0.3239839173696796,0.22012333986717092,0.2223802241395474
dense-disk-5000.csv,euclidean,327,27,0.8200855682523307,None,Synthetic,19.22226197645068,0.44224971444869204,0.020638680329693702,0.33828784552772795,0.2166523769253687,0.21895459659676023
dense-disk-5000.csv,precomputed,415,17,0.7304021522851936,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,precomputed,341,28,0.7574460339256712,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,precomputed,324,2,0.5286212104816059,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,precomputed,75,29,0.630185662884133,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,euclidean,246,13,0.8974808088359147,None,Synthetic,17.335458181798458,0.44142529986589557,0.01934545044611215,0.3367760694965151,0.21271165097437567,0.2151055104534014
dense-disk-5000.csv,euclidean,413,27,0.5195859920581658,None,Synthetic,115.1406335644424,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,precomputed,195,2,0.5222550378798863,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,euclidean,282,27,0.9749270389332372,None,Synthetic,54.70138490572572,0.4418538769778766,0.02007150884527895,0.3362858740392677,0.2177535634439236,0.22013366754173339
dense-disk-5000.csv,euclidean,160,20,0.555499275935708,None,Synthetic,45.6315031722188,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,euclidean,120,24,0.7577335311409683,None,Synthetic,25.00896891579032,0.44091347281060855,0.018459301131240505,0.3265565686858331,0.2008256729432232,0.20319275866004344
dense-disk-5000.csv,euclidean,349,17,0.8651335906251949,None,Synthetic,21.966967102140188,0.4427924400406292,0.021352097403937786,0.33939215209983664,0.21372508298743612,0.2159606691173192
dense-disk-5000.csv,precomputed,63,15,0.8793787095700722,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,euclidean,311,22,0.6090602768057033,None,Synthetic,89.02330007404089,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,euclidean,58,23,0.6862104111236565,None,Synthetic,17.285383094102144,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,euclidean,380,2,0.5535958841770475,None,Synthetic,108.65910914540291,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,precomputed,127,19,0.9383554708546062,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,euclidean,237,26,0.8685518721114913,None,Synthetic,26.188088107854128,0.4427777112045058,0.02137437275568753,0.34087427773988616,0.21632232064916893,0.21857788644397108
dense-disk-5000.csv,precomputed,361,20,0.6929778329699878,None,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0
dense-disk-5000.csv,euclidean,358,26,0.7186313775172165,None,Synthetic,30.36499897763133,0.4413824741739064,0.01929406115708578,0.3258004999439105,0.20886266308516624,0.21123543205585021
dense-disk-5000.csv,euclidean,402,12,0.8803875539505173,None,Synthetic,19.85533644631505,0.44217270825113403,0.020559619285998337,0.340217039958093,0.21954782157577227,0.22186802559556928
dense-disk-5000.csv,euclidean,125,29,0.8488856542185341,None,Synthetic,30.21780578419566,0.44181945632824043,0.0199700774829827,0.33787529158696533,0.2153853271281793,0.2177164554121416
dense-disk-5000.csv,euclidean,339,27,0.5408609872920138,None,Synthetic,94.81750998273492,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
