dataset,n_clusters,init,max_iter,algorithm,n_init,imputation,dataset_type,Train_time,rand_score,adjusted_rand_score,silhouette_score,adjusted_mutual_info_score,normalized_mutual_info_score
unbalance.csv,7,random,194,auto,3,None,Synthetic,0.01543356291949749,0.8136365594706878,9.562902416286439e-05,0.6514564601730545,0.010964160039358153,0.32517043259207307
unbalance.csv,21,k-means++,395,auto,11,None,Synthetic,0.1777629554271698,0.9028664291547812,0.00010579108401493684,0.5312357539359293,0.007059235699832322,0.42653373988820065
unbalance.csv,3,k-means++,396,auto,11,None,Synthetic,0.043163904920220375,0.5233202741250134,2.100357651705583e-05,0.6965668306181617,0.005588572931499957,0.16740927739031702
unbalance.csv,23,k-means++,429,full,3,None,Synthetic,0.1729195322841406,0.9178698734716584,0.00010629254619779781,0.5263832360012732,0.006189178363809142,0.4475144640978898
unbalance.csv,13,k-means++,150,auto,27,None,Synthetic,0.30735697597265244,0.8697218743712051,9.544770384861024e-05,0.5459809332218462,0.008153021897582621,0.37897726302452284
unbalance.csv,26,k-means++,320,auto,9,None,Synthetic,0.15271801315248013,0.9243249730727804,0.00010144986888884467,0.5302273173091038,0.005499113873732616,0.4585675495727474
unbalance.csv,19,random,424,auto,25,None,Synthetic,0.19433790631592274,0.9283732171813415,0.00010677107810064353,0.5304835196556571,0.005467713138933196,0.4576536851005977
unbalance.csv,15,random,292,elkan,12,None,Synthetic,0.07527201995253563,0.9070512623243813,8.897575775470841e-05,0.5345575369152392,0.005747585130089265,0.4282344822783305
unbalance.csv,17,random,478,full,24,None,Synthetic,0.1095398087054491,0.9219827902517547,0.00010673541557919019,0.5372408958239479,0.00590951850388778,0.4491540448359572
unbalance.csv,14,random,195,elkan,15,None,Synthetic,0.08035628870129585,0.897583249494005,9.680972469529335e-05,0.5444687638387378,0.006770246687213586,0.41489914910948233
unbalance.csv,22,k-means++,407,auto,4,None,Synthetic,0.06466888450086117,0.9172723851006663,0.00010375781058460633,0.5313912699355164,0.006073854925529441,0.4459750021596242
unbalance.csv,27,k-means++,229,auto,11,None,Synthetic,0.19462713226675987,0.9347541751985513,7.341545991947371e-05,0.5161460934046294,0.0035466240810829172,0.4751257069516501
unbalance.csv,7,k-means++,250,elkan,26,None,Synthetic,0.1472123060375452,0.7144261247292483,9.34405878092437e-05,0.8593731655484067,0.015361377836969328,0.26398138734591153
unbalance.csv,2,k-means++,491,full,10,None,Synthetic,0.03147169388830662,0.14207473339093588,1.1852779440226706e-05,0.9034767905739529,0.004965791767828114,0.0602464569428713
unbalance.csv,22,k-means++,468,auto,15,None,Synthetic,0.2520354874432087,0.911458614934842,0.00010090476530201732,0.5321591110954904,0.006231936644050955,0.43802496073794284
unbalance.csv,23,random,139,auto,26,None,Synthetic,0.2239675410091877,0.9481033058340337,7.982502635918098e-05,0.5257919378313043,0.0031712359497732597,0.4931476776661994
unbalance.csv,8,random,432,elkan,9,None,Synthetic,0.04594360291957855,0.855119485838058,8.889683317109097e-05,0.5653956192540335,0.008237528129880234,0.35051709072085163
unbalance.csv,3,random,143,full,4,None,Synthetic,0.01805047318339348,0.5226729319303561,2.065976236209814e-05,0.6978107029758357,0.005505668400674447,0.1672232390904986
unbalance.csv,19,k-means++,120,full,6,None,Synthetic,0.07190965861082077,0.902020192455644,9.640350378937749e-05,0.5236729660921565,0.0065808855978963686,0.4234483252217138
unbalance.csv,15,k-means++,312,elkan,17,None,Synthetic,0.22722388803958893,0.8825917360067229,9.440017817382066e-05,0.5376298641436502,0.007360434100536853,0.39556382113152916
unbalance.csv,11,k-means++,230,full,19,None,Synthetic,0.17881649918854237,0.8568757323611916,9.104587649569972e-05,0.5545695985483576,0.008420060918639031,0.36137489416156154
unbalance.csv,9,random,267,elkan,8,None,Synthetic,0.038768546655774117,0.8680717743558181,8.88700390878603e-05,0.558200035772898,0.00762929073958728,0.36680601777041866
unbalance.csv,8,random,170,auto,11,None,Synthetic,0.04887116886675358,0.8637897901452295,8.406018459249819e-05,0.5622785947319395,0.0073509271307787135,0.35779273351169194
unbalance.csv,19,k-means++,225,elkan,17,None,Synthetic,0.22679507359862328,0.9040561979949578,0.00010521241916006398,0.5285606622256538,0.006884113333032192,0.42577656991160867
unbalance.csv,25,random,232,auto,6,None,Synthetic,0.07235579565167427,0.9460503982861269,9.982603579466444e-05,0.5276190185493917,0.004056856771330135,0.49814220164365747
unbalance.csv,12,random,377,full,22,None,Synthetic,0.09713196195662022,0.8888590197308461,9.351375239893462e-05,0.5440064998696863,0.007020309598027339,0.3976339237482144
unbalance.csv,15,random,487,auto,5,None,Synthetic,0.031196728348731995,0.9158278551729852,7.238088418918394e-05,0.5245400717455573,0.004267757866278076,0.4327861686245759
unbalance.csv,23,random,307,elkan,25,None,Synthetic,0.218812620267272,0.9435475280220625,9.996109845045113e-05,0.525793929647379,0.004241345996585149,0.48781477621690916
unbalance.csv,24,k-means++,205,auto,6,None,Synthetic,0.11679277941584587,0.9239722087421733,0.00010680446842726558,0.531224306928365,0.005852447007823746,0.45687007017852077
