dataset,bin_seeding,cluster_all,max_iter,bandwidth,imputation,dataset_type,Train_time,rand_score,adjusted_rand_score,silhouette_score,adjusted_mutual_info_score,normalized_mutual_info_score
vertebral_RL.csv,True,False,305,0.3555547812587594,None,Real,0.2937598720018286,0.43898110449942584,0.0007237527523627662,0.07603665202984528,0.014849875032966831,0.19170005437725424
vertebral_RL.csv,True,True,492,1.9092266977096646,None,Real,0.43529017599939834,0.47589518738908027,-0.08502382388688406,0.2932657321070893,0.0949812292402394,0.10747492551879956
vertebral_RL.csv,True,False,82,1.1256388510339708,None,Real,0.47006287600379437,0.45102829105334585,-0.009961176664384456,0.13021404212615922,0.08427135727944393,0.13236667147558237
vertebral_RL.csv,False,False,307,0.31653323364686886,None,Real,0.29972298300708644,0.43875143543167344,0.0003924544991586825,0.050089785207603515,0.00876933716567305,0.19311158293484856
vertebral_RL.csv,True,False,448,1.9368453401775516,None,Real,0.40361807199951727,0.47589518738908027,-0.08502382388688406,0.2932657321070893,0.0949812292402394,0.10747492551879956
vertebral_RL.csv,False,True,279,1.7036503277852377,None,Real,0.5130913739994867,0.46470404008769184,-0.09064572510928488,0.21743580263569523,0.08790806057614461,0.10051307228224421
vertebral_RL.csv,False,False,242,2.168383022892116,None,Real,0.25671991500712465,0.5025576782545151,-0.07202505120650833,0.3036902473594983,0.05974212297784723,0.06920464050859247
vertebral_RL.csv,False,False,465,1.4884925176571888,None,Real,0.5783894759952091,0.4891324772940808,-0.009057378014683,0.20103973092790292,0.09648218816780475,0.12276048496910678
vertebral_RL.csv,True,True,147,0.4700070477483407,None,Real,0.29959972100914456,0.43935692661029335,0.0009999038500213204,0.12139929030005996,0.023373272194096444,0.17736157353342985
vertebral_RL.csv,True,True,206,1.4192225508110323,None,Real,0.4292167329986114,0.4616139471761144,-0.0141677793791509,0.16606400875303004,0.07085600975146676,0.09577960779343317
vertebral_RL.csv,True,True,172,0.6503676465501095,None,Real,0.31423023498791736,0.44086021505376344,0.0018503263074816675,0.1271655790003781,0.03726276777692347,0.15316596096992383
vertebral_RL.csv,False,False,160,1.3773462621919172,None,Real,0.39866716200776864,0.46328426766885894,-0.01506045254099333,0.16558436689962427,0.06880216503972482,0.09777983416232107
vertebral_RL.csv,True,False,342,0.9765091509476517,None,Real,0.44058609700005036,0.44555799143960745,-0.0096098918630566,0.1048099060202889,0.07741520009182186,0.13984770234455182
vertebral_RL.csv,True,False,331,1.0998198296128754,None,Real,0.48279702599393204,0.44939972857291993,-0.012650889788949755,0.12791767801805615,0.08250149103336091,0.13400910350645617
vertebral_RL.csv,True,True,220,0.1565167543451497,None,Real,0.2062699380039703,0.4384591293454432,0.0,0.0,-4.5210778452772744e-15,0.19756879081428658
vertebral_RL.csv,True,True,123,0.12024321241454948,None,Real,0.20633974799420685,0.4384591293454432,0.0,0.0,-4.5210778452772744e-15,0.19756879081428658
vertebral_RL.csv,True,False,494,0.18091815386542215,None,Real,0.2064795199985383,0.4384591293454432,0.0,0.0,-4.5210778452772744e-15,0.19756879081428658
vertebral_RL.csv,False,True,180,1.9172303998463334,None,Real,0.3905483569978969,0.47589518738908027,-0.08502382388688406,0.2932657321070893,0.0949812292402394,0.10747492551879956
vertebral_RL.csv,False,True,51,0.4041488648881397,None,Real,0.29547299300611485,0.43904374151790376,0.0006843723520978447,0.10110175897135659,0.01423849129318227,0.18125747160676256
vertebral_RL.csv,False,True,363,1.5588161243155898,None,Real,0.6917624759953469,0.4702996137383861,-0.07391441080954357,0.2588247405233803,0.10437332649596619,0.11942326592449944
vertebral_RL.csv,False,True,419,1.7173158547027076,None,Real,0.531419309991179,0.46913038939346485,-0.08414757358182033,0.2423283585923754,0.08864582250988186,0.09970055718513908
vertebral_RL.csv,True,False,201,2.4055410271836104,None,Real,0.2769810530007817,0.5592650589831925,-0.0033733070215385655,0.7590900146395779,-0.0023970194243000476,0.0038701726397943306
vertebral_RL.csv,True,False,459,2.433487934278697,None,Real,0.20679577499686275,0.5592650589831925,-0.0033733070215385655,0.7590900146395779,-0.0023970194243000476,0.0038701726397943306
vertebral_RL.csv,False,False,355,2.145695000707728,None,Real,0.28009629099688027,0.48627205345025576,-0.079909530571006,0.3006333053608006,0.07679205678407654,0.08800611765295416
vertebral_RL.csv,False,False,419,1.651313823560489,None,Real,0.5598960079951212,0.46685457772210043,-0.08721474370219032,0.27422999706495327,0.09674623050730372,0.10956773664853243
vertebral_RL.csv,False,False,421,1.5564903912033412,None,Real,0.6843307800008915,0.4702996137383861,-0.07391441080954357,0.2588247405233803,0.10437332649596619,0.11942326592449944
vertebral_RL.csv,True,False,428,0.19171195784741507,None,Real,0.3007720960013103,0.43848000835160245,2.345281412575804e-05,0.006304260338388548,0.0005524120602710404,0.19657802501388283
vertebral_RL.csv,False,True,167,0.9463684123708429,None,Real,0.4558957389963325,0.4453492013780144,-0.010718457291412527,0.0873804871590384,0.07466155339830156,0.13853058535309773
vertebral_RL.csv,True,False,257,1.5595465789822476,None,Real,0.6949040940089617,0.4702996137383861,-0.07391441080954357,0.2588247405233803,0.10437332649596619,0.11942326592449944
vertebral_RL.csv,False,True,124,2.2270410019169993,None,Real,0.25792109899339266,0.5025576782545151,-0.07202505120650833,0.3036902473594983,0.05974212297784723,0.06920464050859247
vertebral_RL.csv,False,False,278,0.8756510467466807,None,Real,0.4388027060049353,0.4440338239899781,-0.0030400808064506425,0.1003601836144353,0.057352781484218865,0.13436022618029977
vertebral_RL.csv,False,False,122,0.8374980580868664,None,Real,0.4552861219999613,0.4441799770330932,0.0007030277559707895,0.09675312941322901,0.06843229681511546,0.14810614413910422
vertebral_RL.csv,True,True,320,2.2088947045458185,None,Real,0.2618293139967136,0.501263179872638,-0.07328123772006091,0.3065108365348346,0.06156484828921639,0.07092054213994735
vertebral_RL.csv,True,True,155,1.9616573100501626,None,Real,0.434765719997813,0.47589518738908027,-0.08502382388688406,0.2932657321070893,0.0949812292402394,0.10747492551879956
vertebral_RL.csv,False,False,388,0.11949162641985618,None,Real,0.23039176400925498,0.4384591293454432,0.0,0.0,-4.5210778452772744e-15,0.19756879081428658
vertebral_RL.csv,True,False,95,1.6481110094441662,None,Real,0.5371997709880816,0.46685457772210043,-0.08721474370219032,0.27422999706495327,0.09674623050730372,0.10956773664853243
vertebral_RL.csv,True,False,51,1.8487007867660246,None,Real,0.43109892500797287,0.4689007203257125,-0.08921826897015113,0.248163212214903,0.08717385248382457,0.10082679370981068
vertebral_RL.csv,False,True,101,1.0365599238536758,None,Real,0.4784833070007153,0.4483766572711139,-0.00927099194593731,0.08847569390923773,0.07844071723183041,0.13177728622473975
vertebral_RL.csv,False,False,431,1.9312282479310754,None,Real,0.4323600010102382,0.47589518738908027,-0.08502382388688406,0.2932657321070893,0.0949812292402394,0.10747492551879956
vertebral_RL.csv,False,True,113,2.1477196127750044,None,Real,0.27776185399852693,0.5025576782545151,-0.07202505120650833,0.3036902473594983,0.05974212297784723,0.06920464050859247
vertebral_RL.csv,False,False,386,2.4431382816150946,None,Real,0.2164783469925169,0.5592650589831925,-0.0033733070215385655,0.7590900146395779,-0.0023970194243000476,0.0038701726397943306
vertebral_RL.csv,True,True,379,0.9827838918695414,None,Real,0.4666400349960895,0.4452656853533772,-0.011391631272055875,0.08014739402099635,0.07520690853709772,0.13573348904806937
vertebral_RL.csv,True,True,263,1.610068438515302,None,Real,0.6976977269951021,0.4716358701325817,-0.0766463969160516,0.28592934448407376,0.10568549257566807,0.11658694801485
vertebral_RL.csv,False,False,383,0.9293927634445265,None,Real,0.5067025690077571,0.44676897379684727,-0.004106247108541002,0.08581216216634621,0.07068102942449817,0.13263734747323272
vertebral_RL.csv,False,True,204,0.4034402754250648,None,Real,0.31935062500997446,0.4390019835055851,0.0006099825335361965,0.10087433661541306,0.01246687964127211,0.17978602664730306
vertebral_RL.csv,True,False,119,2.1252351939753846,None,Real,0.29563755499839317,0.48627205345025576,-0.079909530571006,0.3006333053608006,0.07679205678407654,0.08800611765295416
vertebral_RL.csv,False,False,144,2.418488181220349,None,Real,0.2119321649952326,0.5592650589831925,-0.0033733070215385655,0.7590900146395779,-0.0023970194243000476,0.0038701726397943306
vertebral_RL.csv,True,True,426,1.822381138508542,None,Real,0.4479687150014797,0.46996554963983717,-0.08732669944308,0.2565806827929669,0.09142345062156952,0.10270596916816374
vertebral_RL.csv,True,False,218,0.13074968085536928,None,Real,0.23106921100406907,0.4384591293454432,0.0,0.0,-4.5210778452772744e-15,0.19756879081428658
vertebral_RL.csv,True,False,103,0.9049789836303606,None,Real,0.4541671080078231,0.4438041549222257,-0.006585894666134181,0.09486913679507271,0.06701360726532221,0.13518180078222763
vertebral_RL.csv,False,False,83,1.6529638850222226,None,Real,0.5555811670055846,0.46685457772210043,-0.08721474370219032,0.27422999706495327,0.09674623050730372,0.10956773664853243
vertebral_RL.csv,True,False,141,0.2265080320266585,None,Real,0.31923260299663525,0.43850088735776177,4.6906272243142365e-05,0.014088540754426674,0.0011051815177121182,0.19558306522945204
vertebral_RL.csv,True,False,95,2.200357394858932,None,Real,0.2710443229880184,0.501263179872638,-0.07328123772006091,0.3065108365348346,0.06156484828921639,0.07092054213994735
vertebral_RL.csv,False,False,349,0.6717272236274047,None,Real,0.33818511699792,0.4413821902077461,0.0019625755454021274,0.11955901008515257,0.04769385399565722,0.15781095502988854
vertebral_RL.csv,True,True,237,1.7395715848295188,None,Real,0.5573850479995599,0.46913038939346485,-0.08414757358182033,0.2423283585923754,0.08864582250988186,0.09970055718513908
vertebral_RL.csv,True,False,324,1.329113895387453,None,Real,0.4666212349984562,0.45988098966489194,-0.01388367471441432,0.16017665212877596,0.08047537963154978,0.11230072231304554
vertebral_RL.csv,True,False,455,0.4364783522884126,None,Real,0.32659612099814694,0.4391690155548596,0.0008069067640099452,0.11614893863042071,0.018105568460196134,0.17949125147992118
vertebral_RL.csv,True,True,495,2.3828979312851364,None,Real,0.21742811999865808,0.5592650589831925,-0.0033733070215385655,0.7590900146395779,-0.0023970194243000476,0.0038701726397943306
vertebral_RL.csv,True,True,286,1.6415497610284713,None,Real,0.575346260011429,0.46685457772210043,-0.08721474370219032,0.27422999706495327,0.09674623050730372,0.10956773664853243
vertebral_RL.csv,False,False,300,0.4743960214243279,None,Real,0.3120908289856743,0.43941956362877127,0.0010611987339211152,0.11908892889307669,0.02537394680558166,0.17814407747591124
vertebral_RL.csv,False,False,340,0.16339498256558055,None,Real,0.21531777500058524,0.4384591293454432,0.0,0.0,-4.5210778452772744e-15,0.19756879081428658
vertebral_RL.csv,False,False,464,0.7778934507556667,None,Real,0.36615536799945403,0.44459755715627935,0.006265452554766814,0.1078057311201851,0.07179340424948205,0.16231290469924275
vertebral_RL.csv,False,True,51,1.5466316463750804,None,Real,0.7099738130054902,0.4704666457876605,-0.06416146970349713,0.1541463514509497,0.11378184345009258,0.1323251276467948
vertebral_RL.csv,True,True,182,1.5383850155645764,None,Real,0.6811652110045543,0.48719072972126526,-0.013247562057175708,0.21153103553818625,0.11046802729395093,0.13027467566692938
vertebral_RL.csv,True,True,312,2.1913007598009493,None,Real,0.2644818859989755,0.501263179872638,-0.07328123772006091,0.3065108365348346,0.06156484828921639,0.07092054213994735
vertebral_RL.csv,True,True,322,0.9772592838761882,None,Real,0.46665501600364223,0.44555799143960745,-0.0096098918630566,0.1048099060202889,0.07741520009182186,0.13984770234455182
vertebral_RL.csv,True,True,382,0.8073846035272295,None,Real,0.427752606003196,0.44415909802693393,0.003928366406610601,0.08802059694907216,0.06262787834141308,0.1490476843065301
vertebral_RL.csv,False,True,305,2.0987728394966436,None,Real,0.29707215100643225,0.48443470090823676,-0.07108878787153855,0.33112907382177714,0.10256830343372093,0.11016670943537064
vertebral_RL.csv,False,False,159,2.385389323565533,None,Real,0.21576744900085032,0.5592650589831925,-0.0033733070215385655,0.7590900146395779,-0.0023970194243000476,0.0038701726397943306
dense-disk-5000.csv,False,False,242,0.33621805410137906,None,Synthetic,1.0571649949997663,0.46215989896658805,0.05064963768727142,0.27299449974359374,0.2611902862337204,0.2626451882810537
dense-disk-5000.csv,True,False,466,2.4079746725963767,None,Synthetic,0.062196494996896945,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,True,466,1.479900346578814,None,Synthetic,0.13640817199484445,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,True,201,1.6294976143310305,None,Synthetic,0.06877559400163591,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,True,False,258,0.9248104881459815,None,Synthetic,0.4047924540063832,0.47648857502592956,-0.00022630012196456524,0.3516684430147768,-0.00012225959931733488,0.00011154466075167228
dense-disk-5000.csv,False,False,188,1.4511566996880843,None,Synthetic,0.18042035200051032,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,True,True,415,1.1288852178487887,None,Synthetic,0.31780742699629627,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,False,133,2.106593009283914,None,Synthetic,0.07002089699381031,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,False,459,1.4994769233781693,None,Synthetic,0.10441413399530575,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,True,225,2.1326927160303035,None,Synthetic,0.0690056360035669,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,True,True,297,2.3764802513379855,None,Synthetic,0.06691436099936254,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,True,440,1.082501088118145,None,Synthetic,0.30104468899662606,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,True,True,451,1.203471318283105,None,Synthetic,0.3162942579947412,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,False,312,0.641805463297399,None,Synthetic,0.6168988319986966,0.4536969818933775,0.0005970924995356536,0.281350661672467,0.0002158545344385407,0.0006352550799084035
dense-disk-5000.csv,True,True,313,2.2430557019839075,None,Synthetic,0.06677650898927823,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,True,False,269,0.7209462805603376,None,Synthetic,0.42448848599451594,0.4572227770884309,-3.561877950814495e-05,0.3123259124917891,-0.00011719624022591806,0.0002430107493022424
dense-disk-5000.csv,True,True,276,0.37036929392757956,None,Synthetic,0.861708954005735,0.46740608625926866,0.05823153419819433,0.29968074835981434,0.25931750451943286,0.26050573282765094
dense-disk-5000.csv,False,False,103,0.8282014804462954,None,Synthetic,0.34874280299118254,0.4760530337359989,-4.4942798690290755e-05,0.3556030983514621,-0.00015192793659319037,8.110981363391613e-05
dense-disk-5000.csv,True,True,274,0.8925792033325026,None,Synthetic,0.38569959900632966,0.47739223715091156,2.986276761836581e-06,0.3410097945486858,-0.00012039779431391146,0.0001145917670417085
dense-disk-5000.csv,False,True,445,2.2693899918151406,None,Synthetic,0.06955962200299837,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,True,False,403,2.384152796355566,None,Synthetic,0.06324389899964444,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,True,False,459,0.3754187955064694,None,Synthetic,0.8855623669951456,0.4659061464153575,0.0560659828440648,0.30393801470160137,0.2652747659848628,0.2665135701328182
dense-disk-5000.csv,True,False,312,1.1056006477656546,None,Synthetic,0.3376424309972208,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,True,True,274,2.172410011875523,None,Synthetic,0.06983972601301502,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,True,170,1.6105492945342825,None,Synthetic,0.06909461699251551,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,True,True,318,2.2336089904711947,None,Synthetic,0.06734366599994246,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,True,False,209,1.3432007530225836,None,Synthetic,0.3301662219892023,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,True,True,100,1.974495862685817,None,Synthetic,0.07211899300455116,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,True,417,2.1484482701052294,None,Synthetic,0.06997296700137667,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,True,154,0.5111897744401535,None,Synthetic,0.7780295759876026,0.4966176108370934,0.10101786969742114,0.3000886166142543,0.2814426898378057,0.2820717143251475
dense-disk-5000.csv,True,True,335,0.15701443075540436,None,Synthetic,1.632256292999955,0.4341168353718763,0.008736316972381756,0.31054636789645307,0.18917537908997717,0.19620764495007426
dense-disk-5000.csv,True,False,305,0.3555547812587594,None,Synthetic,0.9911851849901723,0.47191935385876693,0.06538670384937026,0.2765185193158026,0.2722203663064747,0.27350882816301836
dense-disk-5000.csv,True,True,492,1.9092266977096646,None,Synthetic,0.07051977400260512,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,True,False,82,1.1256388510339708,None,Synthetic,0.30261043600330595,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,False,307,0.31653323364686886,None,Synthetic,0.9407504700066056,0.453349813620187,0.03719632719081841,0.30396575754543165,0.24175523161530843,0.2434522495036574
dense-disk-5000.csv,True,False,448,1.9368453401775516,None,Synthetic,0.06843944000138436,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,True,279,1.7036503277852377,None,Synthetic,0.08838316399487667,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,False,242,2.168383022892116,None,Synthetic,0.09165130399924237,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,False,465,1.4884925176571888,None,Synthetic,0.148973281000508,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,True,True,147,0.4700070477483407,None,Synthetic,0.7400636669917731,0.4899773872341495,0.09250451321577674,0.3160923073601372,0.28259405021850437,0.2834262948986434
dense-disk-5000.csv,True,True,206,1.4192225508110323,None,Synthetic,0.2521062500018161,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,True,True,172,0.6503676465501095,None,Synthetic,0.6281170639995253,0.4589238776126574,0.000995865223833335,0.30537750132229685,-2.9794681742557955e-05,0.00033365589782450005
dense-disk-5000.csv,False,False,160,1.3773462621919172,None,Synthetic,0.25337461500021163,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,True,False,342,0.9765091509476517,None,Synthetic,0.34000093799841125,0.47629365809136215,0.00021916282540426763,0.35398422355465947,-7.825414976493093e-05,0.00015491391649932507
dense-disk-5000.csv,True,False,331,1.0998198296128754,None,Synthetic,0.28146575699793175,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,True,True,220,0.1565167543451497,None,Synthetic,1.6534522919973824,0.43406392362906354,0.00865929262582913,0.3089271765580252,0.18966333641013286,0.19662275691092654
dense-disk-5000.csv,True,True,123,0.12024321241454948,None,Synthetic,2.081210498989094,0.4318331453405527,0.005351800293584437,0.30743199740135063,0.17272491681897648,0.18422988500482726
dense-disk-5000.csv,True,False,494,0.18091815386542215,None,Synthetic,1.42767946398817,0.4364257405302589,0.012182970168716454,0.3141992346557098,0.20177605153577133,0.20697926508931902
dense-disk-5000.csv,False,True,180,1.9172303998463334,None,Synthetic,0.06958227300492581,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,True,51,0.4041488648881397,None,Synthetic,0.8314221579930745,0.4799468897380917,0.07764845789985395,0.3011134376496745,0.2880534377251071,0.2890296397778049
dense-disk-5000.csv,False,True,363,1.5588161243155898,None,Synthetic,0.09104377598850988,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,True,419,1.7173158547027076,None,Synthetic,0.06640212400816381,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,True,False,201,2.4055410271836104,None,Synthetic,0.0604279750114074,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,True,False,459,2.433487934278697,None,Synthetic,0.053987579012755305,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,False,355,2.145695000707728,None,Synthetic,0.07099441799800843,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,False,419,1.651313823560489,None,Synthetic,0.06730702500499319,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,False,421,1.5564903912033412,None,Synthetic,0.08742955299385358,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,True,False,428,0.19171195784741507,None,Synthetic,1.4140165720018558,0.4374006453951855,0.01363601833194589,0.30292856681160507,0.20714419543940993,0.21167035069985873
dense-disk-5000.csv,False,True,167,0.9463684123708429,None,Synthetic,0.34929606900550425,0.47663242132219963,-0.00034960087696937997,0.3495406534695069,-0.0001424742280392852,9.164753674389598e-05
dense-disk-5000.csv,True,False,257,1.5595465789822476,None,Synthetic,0.08716003999870736,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,True,124,2.2270410019169993,None,Synthetic,0.09237697199569084,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
dense-disk-5000.csv,False,False,278,0.8756510467466807,None,Synthetic,0.37346296399482526,0.47604486883771313,-7.166762260281116e-05,0.3580323723741026,-0.00017033260371977112,6.271798389984382e-05
dense-disk-5000.csv,False,False,122,0.8374980580868664,None,Synthetic,0.33383835600398015,0.476094098371495,2.8765559794454213e-05,0.3560508864731964,-0.00010608566625633179,0.00012694505406677352
dense-disk-5000.csv,True,True,320,2.2088947045458185,None,Synthetic,0.07071068600635044,0.5717635724023556,0.0,0.0,-3.954559822979371e-15,0.0
