dataset,n_clusters,init,max_iter,algorithm,n_init,tol,imputation,dataset_type,Train_time,rand_score,adjusted_rand_score,silhouette_score,adjusted_mutual_info_score,normalized_mutual_info_score
vertebral_RL.csv,14,k-means++,404,elkan,9,0.031323358292307195,None,Real,0.03931891918182373,0.46718864182064934,0.03271152512679268,0.19047900730969222,0.12094943017588461,0.13346190279003364
vertebral_RL.csv,5,k-means++,114,elkan,5,0.03832946853953338,None,Real,0.01080217957496643,0.4943104708215889,0.03258728135175277,0.2686111082853749,0.12937033752106933,0.1357761505474447
vertebral_RL.csv,37,k-means++,184,elkan,7,0.08244324373201317,None,Real,0.06544249877333641,0.4516964192504437,0.01567198280786867,0.18248847407884392,0.09950740309467127,0.12956016987753574
vertebral_RL.csv,2,random,309,full,28,0.018543826270966807,None,Real,0.04803331941366196,0.5526881720430108,0.1018519014522182,0.3629017847276513,0.1586750526348482,0.16076846888656268
vertebral_RL.csv,18,k-means++,227,full,6,0.08485594125424582,None,Real,0.03448027744889259,0.45986011065873267,0.02083683022145852,0.19952056960254078,0.12421581143941243,0.14026522815825432
vertebral_RL.csv,7,random,395,elkan,12,0.09179274780305825,None,Real,0.014325972646474838,0.502891742353064,0.07892171104298813,0.20645771971300622,0.17517425698044548,0.18223590026049136
vertebral_RL.csv,15,k-means++,266,elkan,20,0.05944310168955501,None,Real,0.08858419209718704,0.4643282179768243,0.027232675562780414,0.18785272830676208,0.13401940641120386,0.14745087111477526
vertebral_RL.csv,7,k-means++,144,full,13,0.047417929154944714,None,Real,0.04310335963964462,0.49562584820962524,0.06531651702131437,0.20617828083295348,0.14924725726406285,0.15653479744258175
vertebral_RL.csv,5,random,347,elkan,18,0.05408991413295916,None,Real,0.020862195640802383,0.4885269861154609,0.02137400209768161,0.27269358792651666,0.11288974049075481,0.11943697217663629
vertebral_RL.csv,8,random,462,auto,8,0.011497976187909431,None,Real,0.01570536568760872,0.48092702787347325,0.041418929711143505,0.20080110441557916,0.12222709728160513,0.13058646439570715
vertebral_RL.csv,39,k-means++,297,full,3,0.09199911716754783,None,Real,0.03172161430120468,0.4499217037269026,0.012344719758546688,0.192437055284595,0.10245279543900797,0.13432261602218046
vertebral_RL.csv,16,k-means++,313,full,14,0.022208750505544883,None,Real,0.07339935004711151,0.46480843511848835,0.02894309763759687,0.18238250683871154,0.12790354964461376,0.14217678707719356
vertebral_RL.csv,13,random,122,full,23,0.0986725535900109,None,Real,0.04380429908633232,0.46904687336882767,0.03590962231608167,0.17929551803907,0.12235058960696517,0.13392070656807964
vertebral_RL.csv,38,random,129,full,15,0.026844542677161683,None,Real,0.03406176716089249,0.45125796012109826,0.015261919426636999,0.17839300281696813,0.10495079200491417,0.13530061001828528
vertebral_RL.csv,39,random,127,elkan,11,0.056865613823584585,None,Real,0.02631022408604622,0.4492953335421234,0.012650573933869582,0.16288677703450835,0.09720856928509863,0.1280958794063636
vertebral_RL.csv,9,k-means++,311,auto,6,0.007690484786371396,None,Real,0.021557793021202087,0.4770017747155235,0.03845952384464535,0.2041389391689026,0.12911749407350845,0.13807690245815876
vertebral_RL.csv,20,random,356,auto,15,0.07809016786237355,None,Real,0.028615940362215042,0.45800187911055434,0.021919888989847043,0.17147172314065096,0.11185856283944469,0.1286895089516992
vertebral_RL.csv,20,k-means++,261,auto,14,0.015290159382721406,None,Real,0.08537367731332779,0.461927132268504,0.02838152454195926,0.17875984603320058,0.13939972471249298,0.15588866685533653
vertebral_RL.csv,17,random,77,auto,10,0.04241001769971992,None,Real,0.02129879593849182,0.4621568013362564,0.02779018871335807,0.18227042078443623,0.12341707418190212,0.13784877750768088
vertebral_RL.csv,24,k-means++,181,full,20,0.0013374636792674694,None,Real,0.14362522587180138,0.45568430942687127,0.01986939725816617,0.18237938200444564,0.11103945880207355,0.13090714550831675
vertebral_RL.csv,9,k-means++,477,auto,29,0.06305598362119251,None,Real,0.08652864024043083,0.48195009917527926,0.04666977605654276,0.20906276330014797,0.14168356575366958,0.1505756235478534
vertebral_RL.csv,14,k-means++,471,auto,13,0.08692517030729197,None,Real,0.05221002921462059,0.4695062115043324,0.03596995574393224,0.18316248068808585,0.1293993253699958,0.14213905082552078
vertebral_RL.csv,25,random,243,full,29,0.09066645524658382,None,Real,0.05882296711206436,0.4570623238333855,0.022522621156741366,0.1808962665266212,0.12146906691321994,0.1419358171018409
vertebral_RL.csv,26,random,369,elkan,17,0.030271289886586023,None,Real,0.041536539793014526,0.45674913874099593,0.02297584200800173,0.18916028509378174,0.12403766347312749,0.14485142776452845
vertebral_RL.csv,33,random,455,full,3,0.04463534666536916,None,Real,0.007559351623058319,0.4542436580018791,0.02082306853747077,0.13903839443519736,0.12295972179060972,0.14830362747644368
vertebral_RL.csv,3,random,127,full,3,0.05176602019997115,None,Real,0.0070366449654102325,0.5101158784841842,0.05039175192812951,0.2955029300351926,0.154423387654225,0.1577248487749118
vertebral_RL.csv,33,k-means++,80,auto,27,0.05510354622058106,None,Real,0.22978812083601952,0.45004697776385844,0.012195907439528907,0.1751321789904663,0.08967918316900353,0.11681578832255526
vertebral_RL.csv,26,k-means++,219,full,9,0.09587544203449982,None,Real,0.06738658994436264,0.457500782962731,0.023686910992657257,0.18618907493262787,0.11537180811486018,0.13665811755585264
vertebral_RL.csv,31,k-means++,221,elkan,23,0.08829270388070884,None,Real,0.18257186189293861,0.45399310992796743,0.018345850225250447,0.1932121130504224,0.10967888116035908,0.13504919888958689
vertebral_RL.csv,2,random,361,full,27,0.017079669651212104,None,Real,0.05151517316699028,0.5526881720430108,0.1018519014522182,0.3629017847276513,0.1586750526348482,0.16076846888656268
vertebral_RL.csv,20,k-means++,208,full,23,0.08729602458979469,None,Real,0.13870489224791527,0.458523854264537,0.022539997921072967,0.18076618061858218,0.11397644300159582,0.130952898866863
vertebral_RL.csv,35,k-means++,340,auto,6,0.014267539360497525,None,Real,0.057613156735897064,0.45194696732435535,0.015576786890530976,0.17747060690179697,0.10858133358528546,0.13710759470662226
vertebral_RL.csv,16,k-means++,52,auto,5,0.05084260604817983,None,Real,0.02486351504921913,0.4592128614677941,0.018726377520307123,0.1917666454398089,0.09780175964311512,0.11265704919892816
vertebral_RL.csv,33,random,357,elkan,21,0.09924199371608798,None,Real,0.04579288884997368,0.45248982148449735,0.017640161582807283,0.15881823138110274,0.11457893104532096,0.14016576193725638
vertebral_RL.csv,4,k-means++,353,elkan,17,0.052578331551767075,None,Real,0.027596812695264816,0.5103246685457772,0.05193937201892282,0.3004198925738694,0.15179098386905604,0.15710213478932988
vertebral_RL.csv,11,random,110,full,13,0.027823065383340503,None,Real,0.029689971357584,0.47405783484706127,0.04122350548348451,0.18834812085753505,0.11844387559986043,0.12873342119710213
vertebral_RL.csv,25,k-means++,437,elkan,4,0.042057974472252076,None,Real,0.02883107215166092,0.4584194592337405,0.02316269126945866,0.1883059639351345,0.12424555013724387,0.14538599588973897
vertebral_RL.csv,3,random,99,full,27,0.06071978719561836,None,Real,0.04875312000513077,0.506357657375509,0.0450760403312539,0.2942357195625465,0.1410627839551865,0.1443929499042538
vertebral_RL.csv,9,random,138,elkan,26,0.09950817939845662,None,Real,0.03196023032069206,0.4870654556843094,0.05913993061863795,0.18826134660412563,0.13210354524260853,0.1409092429266496
vertebral_RL.csv,29,k-means++,435,full,2,0.06222270269014085,None,Real,0.017342988401651382,0.4539722309218081,0.018140464786914657,0.16913592590750118,0.10311168165828075,0.12698682825297805
vertebral_RL.csv,8,random,206,full,28,0.04030151441408584,None,Real,0.05235710367560387,0.4985697880780875,0.07823895147147551,0.18650910209009325,0.16601947402028172,0.17369996548472977
vertebral_RL.csv,37,k-means++,391,elkan,17,0.07528474378880749,None,Real,0.15992523729801178,0.45042279987472594,0.014054190488819741,0.17871437714801366,0.09773341259393298,0.1273349909168937
vertebral_RL.csv,5,random,60,full,19,0.043946620201667855,None,Real,0.035396382212638855,0.4924522392734106,0.0319022859193976,0.2703935498738848,0.14457598571891506,0.15074456289713195
vertebral_RL.csv,4,random,87,elkan,17,0.04644107337357345,None,Real,0.018548082560300827,0.49362146361833176,0.026709150704956847,0.2842621138873073,0.12602372205465334,0.13073225264970603
vertebral_RL.csv,19,random,145,elkan,7,0.09906234193783932,None,Real,0.013850376009941101,0.46232383338553085,0.029444654782630003,0.1737365695213083,0.12727008554563157,0.14307542884115274
vertebral_RL.csv,8,k-means++,455,full,19,0.030725282604171653,None,Real,0.06487247347831726,0.48032153669485333,0.03896443710704555,0.19655247979453583,0.1383913101799803,0.1466483189690605
vertebral_RL.csv,32,k-means++,418,full,8,0.05054407416792148,None,Real,0.0691668726503849,0.4531161916692765,0.017758581647332832,0.17629423907948763,0.11383476015325945,0.1394793687351739
vertebral_RL.csv,28,k-means++,316,elkan,25,0.039057963776131695,None,Real,0.19043073430657387,0.4560810105438981,0.021168021372634956,0.1939015957124762,0.11106244808077298,0.13444831102898658
vertebral_RL.csv,4,k-means++,215,auto,6,0.029089055802200045,None,Real,0.010559484362602234,0.5132894874203988,0.060605420385318,0.29427233301859224,0.12737274088671727,0.13277440688051104
vertebral_RL.csv,38,k-means++,342,full,4,0.044447565352990374,None,Real,0.040393006056547165,0.4518216932873995,0.015551711263062633,0.18901773410737688,0.11120402710167679,0.1419031547052663
vertebral_RL.csv,13,random,157,full,29,0.0997213565842816,None,Real,0.05457383766770363,0.46977763858440336,0.036143618059791466,0.1786554964608156,0.14205219870180644,0.15366763801921754
vertebral_RL.csv,14,k-means++,280,auto,24,0.011656874448792697,None,Real,0.11489641666412354,0.4693809374673766,0.03641728859013478,0.1945823688250427,0.13956380324348394,0.15188717491795892
vertebral_RL.csv,10,k-means++,333,auto,9,0.09843462857005973,None,Real,0.02747679501771927,0.4714897170894665,0.032057252714208555,0.19606599995711765,0.13127563087765243,0.14089910933547528
vertebral_RL.csv,31,random,66,full,8,0.06044478684867513,None,Real,0.017816860228776932,0.4545359640881094,0.020389978316896585,0.1571402346635798,0.10289477130057818,0.12787645291438413
vertebral_RL.csv,34,random,229,full,26,0.041518236425916996,None,Real,0.0542970709502697,0.4507777429794342,0.014504681210020581,0.1645286826060275,0.09881468432466166,0.1259288284743057
vertebral_RL.csv,12,random,173,elkan,16,0.05441444296798878,None,Real,0.03268628939986229,0.4701534606952709,0.03436380315464334,0.19382572566263617,0.12256766540286756,0.133673302075017
vertebral_RL.csv,2,random,76,auto,12,0.09455995573425377,None,Real,0.008244689553976059,0.542561854055747,0.08002417974091365,0.36557123382390394,0.14517260679026564,0.14731076005652974
vertebral_RL.csv,12,k-means++,252,auto,2,0.00018008103807117857,None,Real,0.008605752140283585,0.4731600375822111,0.03884389657646655,0.19487043908164847,0.12073234052950346,0.13226979999574087
vertebral_RL.csv,10,k-means++,458,full,9,0.0338184001091702,None,Real,0.03630761057138443,0.4746633260256812,0.03905452352002193,0.18719837382042218,0.12834187451690957,0.13791150307888642
vertebral_RL.csv,11,random,305,full,13,0.01284994180738966,None,Real,0.029223065823316574,0.4711556529909176,0.034054969560467316,0.18565463730017392,0.12226435118821631,0.13272262487222197
vertebral_RL.csv,30,random,247,full,17,0.09610983396785966,None,Real,0.03434101864695549,0.453283223718551,0.018004193037878976,0.17948621156042274,0.11083517167972669,0.13474482154725256
vertebral_RL.csv,39,k-means++,147,elkan,11,0.02458508010146662,None,Real,0.1101219467818737,0.44967115565299093,0.012824065084639265,0.18139004881646023,0.09720080688932868,0.12841207922922063
vertebral_RL.csv,16,k-means++,422,full,20,0.0850887652951786,None,Real,0.10214053839445114,0.4639106378536382,0.02837876768179843,0.18303374752951376,0.11917657230837686,0.1334075304240594
vertebral_RL.csv,14,random,59,elkan,12,0.03278056536383327,None,Real,0.024797264486551285,0.46837874517172984,0.03461536863071572,0.17630685793883683,0.11593365674616435,0.12861007090053211
vertebral_RL.csv,2,random,307,full,13,0.04583726164732807,None,Real,0.022161483764648438,0.5464871072136966,0.08854025657991857,0.36462596176488504,0.1504899664522683,0.15261015994751526
vertebral_RL.csv,30,k-means++,306,auto,14,0.015205501393102285,None,Real,0.11286358535289764,0.45317882868775444,0.01651381261083007,0.19215206719794115,0.10650246804945424,0.13138618522855489
vertebral_RL.csv,2,random,93,full,28,0.04252060374403601,None,Real,0.04603450000286102,0.5505793924209208,0.09734292736021434,0.36360050392785964,0.1559181432732915,0.15802046688386912
dense-disk-5000.csv,10,random,242,auto,25,0.0507302276873411,None,Synthetic,0.21493984386324883,0.48012763817269255,0.06583520668536486,0.31145298178067005,0.15442439401470862,0.15495245507853697
dense-disk-5000.csv,38,k-means++,69,auto,5,0.08916818161005152,None,Synthetic,0.14268261566758156,0.4532663235328138,0.03661948392204511,0.3366261194936787,0.234675453923836,0.2360347209966606
dense-disk-5000.csv,24,random,493,auto,29,0.02823533863726682,None,Synthetic,0.3202035091817379,0.46849105715500844,0.05922542693268734,0.33691482279363255,0.25795630706980754,0.2588755230145675
dense-disk-5000.csv,8,random,201,full,6,0.07681737703681482,None,Synthetic,0.027245864272117615,0.4642323422667727,0.030248901493286937,0.29925028027350337,0.05776536372847374,0.058262075283015344
dense-disk-5000.csv,34,random,466,auto,13,0.010675405538610952,None,Synthetic,0.267519760876894,0.45456782432917153,0.038319192431644875,0.34085587363438147,0.2311039562415152,0.23234905473114725
dense-disk-5000.csv,38,k-means++,83,elkan,24,0.09396890802787414,None,Synthetic,0.7439346723258495,0.4506493135361766,0.032385128712323054,0.33692258121536584,0.2166435603563459,0.21802523518264216
dense-disk-5000.csv,19,random,53,full,3,0.03233108482362893,None,Synthetic,0.01938176527619362,0.47571763252210264,0.06947911796983683,0.3210155720350837,0.2573906592962089,0.2581547389435045
dense-disk-5000.csv,21,k-means++,297,full,18,0.05503250229683002,None,Synthetic,1.5750199034810066,0.4757955992959296,0.07061324312632573,0.33487134839616667,0.279877528537244,0.28068141555099096
dense-disk-5000.csv,24,random,118,auto,16,0.030280032073964156,None,Synthetic,0.16870856657624245,0.46648521380946856,0.05599853874813729,0.3325255667476641,0.2553995787655449,0.2563184401723825
dense-disk-5000.csv,29,k-means++,256,elkan,2,0.022742658530589488,None,Synthetic,0.05214850977063179,0.4625956804005859,0.050572169211442274,0.33869032796088205,0.25600411764703024,0.2570766361055634
dense-disk-5000.csv,14,k-means++,446,elkan,14,0.07887620483913045,None,Synthetic,1.459554061293602,0.49606071674518976,0.09962093773998884,0.3208953395704191,0.2613238561187638,0.2619315481288739
dense-disk-5000.csv,24,random,430,auto,8,0.0686909170967378,None,Synthetic,0.08161614835262299,0.4682707649973372,0.059071818795477106,0.3263364779040822,0.2602554641890925,0.26116892411263254
dense-disk-5000.csv,26,k-means++,54,elkan,6,0.003760807119909686,None,Synthetic,1.1044993624091148,0.4662684437647834,0.056195143460886006,0.3414344966513095,0.2668299607407771,0.26779712456986543
dense-disk-5000.csv,39,k-means++,103,elkan,6,0.05583187276404809,None,Synthetic,0.3644976429641247,0.45099688204947913,0.033098489005367035,0.33505372277858336,0.22162681070510534,0.22303048231566094
dense-disk-5000.csv,27,k-means++,137,elkan,6,0.014823134778978647,None,Synthetic,0.72049730271101,0.4672753678386738,0.0579125975607095,0.3435682671341338,0.27062230291288897,0.2716192258985756
dense-disk-5000.csv,35,random,247,elkan,28,0.06758735662855557,None,Synthetic,0.2612598165869713,0.45486800441320757,0.03905786907659708,0.325895683492852,0.2409026129267517,0.24216076341174197
dense-disk-5000.csv,32,k-means++,225,auto,20,0.012134190904694558,None,Synthetic,2.0503635182976723,0.45752984130239416,0.04286569835604752,0.347128159929388,0.24403592604791,0.245206928524707
dense-disk-5000.csv,21,k-means++,420,full,12,0.07753464825992817,None,Synthetic,1.2811599113047123,0.47168697444971186,0.06347695890651972,0.3280178291591401,0.251122443121057,0.25195675166521575
dense-disk-5000.csv,20,random,141,full,16,0.00988672954543141,None,Synthetic,0.19949767366051674,0.47820640558683963,0.07409404385949905,0.34469102432028254,0.27976613289474384,0.28054202675960793
dense-disk-5000.csv,20,random,297,auto,15,0.07647701807341654,None,Synthetic,0.09958239272236824,0.4763645005911947,0.0708126096630742,0.3305338193756427,0.2665627383105404,0.26735265591122714
dense-disk-5000.csv,22,k-means++,474,auto,11,0.09878713854174413,None,Synthetic,0.8619453497231007,0.47511767259414267,0.06973683970519991,0.3289053626684479,0.28465423062025874,0.28548487227664987
dense-disk-5000.csv,7,k-means++,174,auto,28,0.006355604091073291,None,Synthetic,3.6999823227524757,0.4604654424282215,0.021087607697395334,0.32620409398729533,0.0498096996460634,0.05025524621528669
dense-disk-5000.csv,29,k-means++,488,full,4,0.08430148574036629,None,Synthetic,0.2089790739119053,0.4603705054736437,0.04695926477908258,0.32505124231347604,0.23653135484596796,0.23762581541259595
dense-disk-5000.csv,7,random,367,auto,10,0.04962766676964172,None,Synthetic,0.04526394233107567,0.4643384058964654,0.026205425758364105,0.31992481224278796,0.05543586719056957,0.055883590249940884
dense-disk-5000.csv,4,random,485,full,18,0.09329555560200423,None,Synthetic,0.07309237867593765,0.4649898367028348,0.001452283137188835,0.3412344706028007,0.0007746775871821955,0.0010740663652940771
dense-disk-5000.csv,24,random,316,elkan,25,0.03450702336584081,None,Synthetic,0.2534036301076412,0.4701602985663159,0.06192511577762068,0.34466220956130766,0.2648240990713116,0.26573862595488884
dense-disk-5000.csv,31,k-means++,404,full,17,0.0629701822056968,None,Synthetic,0.4354314021766186,0.45874937292380447,0.04470959472659898,0.34242536356648867,0.24507595615722488,0.24621662230037353
dense-disk-5000.csv,27,random,272,full,8,0.013231289345718511,None,Synthetic,0.06593874096870422,0.46336774357672655,0.05159583977564182,0.33451809698029883,0.25384309556675444,0.25485441169565304
dense-disk-5000.csv,23,k-means++,110,auto,15,0.04452454947647867,None,Synthetic,1.593820121139288,0.4728934582434694,0.06620707126902774,0.3388544966704883,0.2770476739534582,0.27791800959222285
dense-disk-5000.csv,27,k-means++,112,auto,10,0.0517768408804152,None,Synthetic,0.8220343440771103,0.46312984085412523,0.05096295425953823,0.3348128946833461,0.2429519521896906,0.2439808594523196
dense-disk-5000.csv,38,k-means++,88,elkan,5,0.02524518589890567,None,Synthetic,0.17907774075865746,0.4524550368256925,0.035291558365650365,0.3405493739081678,0.23036674223725132,0.23173140832141786
dense-disk-5000.csv,31,random,477,elkan,15,0.07138255725075832,None,Synthetic,0.13737989962100983,0.4593074677360442,0.04568315851343333,0.32633727699537846,0.24797004528406513,0.24910644325297776
dense-disk-5000.csv,3,k-means++,316,auto,14,0.09806050042942029,None,Synthetic,1.2998389564454556,0.4759553751486592,-0.00023502631091265082,0.36158004261491533,-0.00017226116403076463,6.0784101587122435e-05
dense-disk-5000.csv,14,k-means++,404,elkan,9,0.031323358292307195,None,Synthetic,0.9233872964978218,0.4865605373975956,0.08372143970656916,0.32562783815906643,0.2435464760189368,0.2441629504644231
dense-disk-5000.csv,5,k-means++,114,elkan,5,0.03832946853953338,None,Synthetic,0.42097945511341095,0.4598066472037905,0.004847296592156078,0.3201145745331089,0.0039378833784751615,0.004296455123713347
dense-disk-5000.csv,37,k-means++,184,elkan,7,0.08244324373201317,None,Synthetic,0.7275308817625046,0.45423754618870954,0.03804318664487702,0.3315720978893526,0.23374880987805305,0.23508374205329172
dense-disk-5000.csv,2,random,309,full,28,0.018543826270966807,None,Synthetic,0.10534536838531494,0.5004186911812134,0.0008564263959817789,0.33061694712329925,0.000601062910510711,0.0007534290181693845
dense-disk-5000.csv,18,k-means++,227,full,6,0.08485594125424582,None,Synthetic,0.33573853969573975,0.47620184300965834,0.0689440157519928,0.32799970241528004,0.2377186460742301,0.23847629547098279
dense-disk-5000.csv,7,random,395,elkan,12,0.09179274780305825,None,Synthetic,0.04514193534851074,0.46706532182787097,0.03138028686899613,0.31515151967182964,0.06143535560116378,0.06187973259637306
dense-disk-5000.csv,15,k-means++,266,elkan,20,0.05944310168955501,None,Synthetic,1.678927194327116,0.482275086469875,0.07702550860125083,0.3268749676182354,0.22473192255550142,0.22539988856728224
dense-disk-5000.csv,7,k-means++,144,full,13,0.047417929154944714,None,Synthetic,1.3436853773891926,0.4606008836821386,0.021200684505323447,0.32066251595520817,0.0502807452462477,0.05072638185567191
dense-disk-5000.csv,5,random,347,elkan,18,0.05408991413295916,None,Synthetic,0.07897195219993591,0.4632170931985517,0.01064981667655093,0.321375306749961,0.009350881821627592,0.009708290669652009
dense-disk-5000.csv,8,random,462,auto,8,0.011497976187909431,None,Synthetic,0.06058907136321068,0.4575446501865399,0.020342422010286715,0.3084185753002544,0.045513890695086545,0.04601031945781766
dense-disk-5000.csv,39,k-means++,297,full,3,0.09199911716754783,None,Synthetic,0.28815143555402756,0.45335501674164363,0.03690355305051193,0.31793140510818824,0.23300770268951837,0.23439996819408598
dense-disk-5000.csv,16,k-means++,313,full,14,0.022208750505544883,None,Synthetic,1.4659839421510696,0.48484646909373874,0.08238539458069685,0.33452900482354714,0.2501990864659617,0.2508804646555158
dense-disk-5000.csv,13,random,122,full,23,0.0986725535900109,None,Synthetic,0.08780089393258095,0.4773847126368051,0.06683315774815882,0.3018858734173497,0.18664048741205053,0.1872610562034993
dense-disk-5000.csv,38,random,129,full,15,0.026844542677161683,None,Synthetic,0.09371676668524742,0.45366664369288423,0.03734223850202347,0.32916793899268115,0.23675180787063008,0.23810708044252593
dense-disk-5000.csv,39,random,127,elkan,11,0.056865613823584585,None,Synthetic,0.12634285539388657,0.4514968619974495,0.03391395548446495,0.3262922161981871,0.2260152735440267,0.22741237285397384
