dataset,n_clusters,n_init,affinity,n_neighbors,assign_labels,imputation,dataset_type,Train_time,rand_score,adjusted_rand_score,silhouette_score,adjusted_mutual_info_score,normalized_mutual_info_score
vertebral_RL.csv,33,12,rbf,3,discretize,None,Real,0.3563311569960206,0.4547447541497025,-0.0056532814449534105,0.050517919407740565,0.08366804496376347,0.10265981490309825
vertebral_RL.csv,37,15,nearest_neighbors,26,kmeans,None,Real,0.3564634199938155,0.45286564359536485,0.01951702446284521,0.1408279998666514,0.1134077630258455,0.14153999463440306
vertebral_RL.csv,11,21,rbf,29,discretize,None,Real,0.24398804499651305,0.4673765528760831,-0.02925116026912603,-0.00199072486348666,0.045614943156719365,0.05863908884603717
vertebral_RL.csv,20,10,rbf,36,discretize,None,Real,0.37811600800341694,0.48199185718759785,0.025727677594021538,-0.06907284207969777,0.057381381634636026,0.06647414519193812
vertebral_RL.csv,6,27,nearest_neighbors,22,discretize,None,Real,0.017818283005908597,0.505752166196889,0.08654866836545007,0.1777794803379044,0.16349504787083644,0.1691640263091969
vertebral_RL.csv,13,7,rbf,36,discretize,None,Real,0.3213992800010601,0.4783589101158785,0.007914062335608714,0.06037023429539734,0.11049268280504547,0.1198218950383114
vertebral_RL.csv,16,18,nearest_neighbors,3,discretize,None,Real,0.08392478300083894,0.4731809165883704,0.04534051504310353,0.027937382120949938,0.1370855483683421,0.15102334769732492
vertebral_RL.csv,30,2,nearest_neighbors,38,discretize,None,Real,0.04384546499932185,0.4554963983714375,0.023034655604546813,0.11588887193746002,0.1212097895318498,0.14402588739360972
vertebral_RL.csv,36,15,rbf,4,kmeans,None,Real,0.4925525850048871,0.44643490969829835,-0.10748593615590725,-0.014476273560481366,0.054207368734635046,0.11482163086287935
vertebral_RL.csv,8,13,nearest_neighbors,31,discretize,None,Real,0.02268261000426719,0.4918467480947907,0.06959859497850306,0.17259188361093758,0.14592294648148463,0.15320443162954867
vertebral_RL.csv,15,19,nearest_neighbors,26,discretize,None,Real,0.021972333001031075,0.46480843511848835,0.032758533380580886,0.17288995298450693,0.11015418632849802,0.12274830624054126
vertebral_RL.csv,35,6,nearest_neighbors,34,kmeans,None,Real,0.12873657799354987,0.4526150955214532,0.018055091772994133,0.13993082458980036,0.11864451330090584,0.14566744871410783
vertebral_RL.csv,39,25,nearest_neighbors,3,kmeans,None,Real,0.33960058799857507,0.45198872533667395,0.017945557759064996,0.10135950975671545,0.1050254606538116,0.1349933240250137
vertebral_RL.csv,33,4,rbf,32,kmeans,None,Real,0.26139195400173776,0.4515085081950099,-0.052326951784168574,-0.08861154084194017,0.024499206240396938,0.07534666497775862
vertebral_RL.csv,25,5,nearest_neighbors,11,kmeans,None,Real,0.08211780100100441,0.45497442321745485,0.020946971221316092,0.1421901002185561,0.12003242037756154,0.139216021693761
vertebral_RL.csv,22,18,rbf,5,discretize,None,Real,0.3224838030000683,0.47270069944670634,0.0017440187030228497,-0.13055352632176098,0.04364425737390303,0.0552914015015565
vertebral_RL.csv,18,24,nearest_neighbors,15,kmeans,None,Real,0.21694520200253464,0.4627622925148763,0.030896944966422434,0.17705226232503296,0.12184515380818073,0.13639795375316235
vertebral_RL.csv,35,9,nearest_neighbors,12,kmeans,None,Real,0.23417186799633782,0.45188433030587744,0.018016246200585114,0.15120418503520133,0.1113247957023962,0.1374323662250614
vertebral_RL.csv,25,13,rbf,20,discretize,None,Real,0.22193053199589485,0.46946445349201377,-0.0012019735348143261,-0.2176130797015365,0.059214596947381105,0.07868291992381939
vertebral_RL.csv,10,24,rbf,30,discretize,None,Real,0.3574211609957274,0.49286981939659674,0.024068965974596124,0.24789088429091757,0.12914208622448264,0.1391838844261493
vertebral_RL.csv,36,2,nearest_neighbors,14,kmeans,None,Real,0.08485285399365239,0.45251070049065667,0.018623346157466192,0.14336193462241403,0.10999957550096788,0.13748077638479766
vertebral_RL.csv,23,6,rbf,32,discretize,None,Real,0.17653401999996277,0.4673139158576052,0.01812461037855057,0.07285628675700669,0.10251051879343918,0.11584143489297169
vertebral_RL.csv,27,4,rbf,18,discretize,None,Real,0.30241066200687783,0.5049796429689947,0.02171236436217487,-0.08200296220459485,0.02479639251006206,0.03692547635188855
vertebral_RL.csv,26,22,nearest_neighbors,19,discretize,None,Real,0.07583286600129213,0.4556425514145527,0.022472062367412452,0.14408555613367807,0.11453939634724052,0.1344962642301697
vertebral_RL.csv,8,26,nearest_neighbors,6,kmeans,None,Real,0.1359669559969916,0.484789644012945,0.05421204207191321,0.1648969860913027,0.11001559096897862,0.1177673877595203
vertebral_RL.csv,23,14,rbf,36,kmeans,None,Real,0.344910579995485,0.45313707067543585,-0.05053875514525729,0.0269032357121221,0.03732016807879671,0.07483519929696739
vertebral_RL.csv,20,25,nearest_neighbors,18,discretize,None,Real,0.04388017600285821,0.4599645056895292,0.0272750207010576,0.17091170919948906,0.12367808674251117,0.13960232055433455
vertebral_RL.csv,39,3,rbf,39,kmeans,None,Real,0.46401744300237624,0.4495876396283537,-0.01939259005744886,-0.01981848287341883,0.03318631358539062,0.08120971117765403
vertebral_RL.csv,20,19,nearest_neighbors,26,kmeans,None,Real,0.1935754439982702,0.46107109301597243,0.02885017080668165,0.178088779865045,0.12248470739806289,0.13855649470014128
vertebral_RL.csv,23,29,rbf,12,kmeans,None,Real,0.4616056070008199,0.4603403278003967,-0.10633142397778068,0.06703017952146371,0.05652473274150576,0.103682326081812
vertebral_RL.csv,23,8,nearest_neighbors,17,discretize,None,Real,0.039654954001889564,0.45929637749243135,0.028087043282298135,0.16722226053854863,0.11872979247194193,0.1364874061125307
vertebral_RL.csv,28,23,rbf,7,kmeans,None,Real,0.4291205670015188,0.46353481574277067,-0.10864280112062986,0.009562769444099724,0.035973099417998505,0.09541600741129484
vertebral_RL.csv,36,22,nearest_neighbors,14,discretize,None,Real,0.06418924699391937,0.4506107109301597,0.01600176633247056,0.13093183299167932,0.10271747375150724,0.12970976327992528
vertebral_RL.csv,17,14,nearest_neighbors,7,discretize,None,Real,0.023659883001528215,0.4645578870445767,0.03374178163512546,0.15851123518142995,0.12351316500506239,0.13731489495921873
vertebral_RL.csv,3,22,nearest_neighbors,20,kmeans,None,Real,0.0572403540063533,0.5160872742457459,0.06593127026570628,0.284806850809549,0.13619710974532415,0.1395193219876041
vertebral_RL.csv,16,18,rbf,4,kmeans,None,Real,0.38640694599598646,0.45710408184570417,-0.10799840772678496,0.0541325580261859,0.08653066014672516,0.11771029991414868
vertebral_RL.csv,39,8,nearest_neighbors,27,kmeans,None,Real,0.190118792001158,0.45378431986637435,0.021145291584886046,0.13282259744931574,0.1201351687972149,0.1496826453598953
vertebral_RL.csv,17,20,rbf,11,kmeans,None,Real,0.3705086069967365,0.45161290322580644,-0.10591694742131205,0.05224568178166813,0.09097816947747425,0.12103192624516304
vertebral_RL.csv,15,15,nearest_neighbors,36,discretize,None,Real,0.0411371309965034,0.46821171312245535,0.03886903770434506,0.1514667262011225,0.12489943876027228,0.1373016186761853
vertebral_RL.csv,5,15,nearest_neighbors,19,kmeans,None,Real,0.06568072600202868,0.5204301075268817,0.10656836435814779,0.18397650238126212,0.17424937899051193,0.1790872860143108
vertebral_RL.csv,5,2,nearest_neighbors,5,discretize,None,Real,0.018318299000384286,0.5285102829105335,0.12194529884229649,0.15954627722416673,0.16746846812108301,0.17233746478809533
vertebral_RL.csv,5,17,rbf,36,kmeans,None,Real,0.7445608170019113,0.5179455057939242,-0.059152806301541044,0.2675490059476925,0.04480743262872677,0.05994746493263562
vertebral_RL.csv,25,7,nearest_neighbors,10,kmeans,None,Real,0.23061968499678187,0.4572919929011379,0.024781484080503267,0.15901244235955844,0.12894514066983487,0.14804153022978755
vertebral_RL.csv,11,13,nearest_neighbors,17,discretize,None,Real,0.02592939000169281,0.4692347844242614,0.03498549213297882,0.1709740230630295,0.11504967060881356,0.12483793202652675
vertebral_RL.csv,21,18,rbf,24,discretize,None,Real,0.5820437049987959,0.49566760622194384,-0.0628576530555224,0.10213281254648403,0.06801021027318269,0.07732037561112867
vertebral_RL.csv,35,29,rbf,37,kmeans,None,Real,1.038536918000318,0.4428437206388976,-0.08146547287787456,-0.03440872654656826,0.0467837002430334,0.09842639713028112
vertebral_RL.csv,27,15,rbf,13,discretize,None,Real,0.2413865939961397,0.48900720325712493,0.03412304982618772,-0.048100727059600557,0.12026396558787328,0.13087551106528647
vertebral_RL.csv,3,29,nearest_neighbors,20,kmeans,None,Real,0.0972043220026535,0.5160872742457459,0.06593127026570628,0.284806850809549,0.13619710974532415,0.1395193219876041
vertebral_RL.csv,5,10,rbf,30,discretize,None,Real,0.19417215000430588,0.491324772940808,0.01146486903383996,0.2786450014786061,0.1464303685313082,0.15298026860683614
vertebral_RL.csv,2,6,rbf,23,discretize,None,Real,0.2140068689986947,0.5505793924209208,-0.015919630256609807,0.5360804432447992,0.01250301124971241,0.017837460353044034
vertebral_RL.csv,10,22,nearest_neighbors,23,discretize,None,Real,0.020618855000066105,0.4704040087691826,0.03566950666925709,0.17217413003870105,0.10039635373687852,0.10957012653438103
vertebral_RL.csv,34,8,rbf,34,discretize,None,Real,0.3229276589991059,0.5592650589831925,-0.0033733070215385655,0.7590900146395779,-0.0023970194243000476,0.0038701726397943306
vertebral_RL.csv,27,18,nearest_neighbors,33,discretize,None,Real,0.03424870999879204,0.45524585029752584,0.022053031700220594,0.13729528937647797,0.11487394307347024,0.13554757196579573
vertebral_RL.csv,35,25,rbf,38,kmeans,None,Real,0.5492638430005172,0.4475414970247416,-0.045443597795478935,-0.03980081708577456,0.03294170559639876,0.0836211924291562
vertebral_RL.csv,3,3,nearest_neighbors,21,kmeans,None,Real,0.022308676998363808,0.5116191669276542,0.056941862752462394,0.28395273974252944,0.129644026403355,0.13299673874359083
vertebral_RL.csv,4,3,nearest_neighbors,28,kmeans,None,Real,0.02152742599719204,0.5152938720116922,0.08660078234261571,0.19594784598613169,0.14366639382472654,0.14783362612565723
vertebral_RL.csv,11,13,nearest_neighbors,39,discretize,None,Real,0.02129632400465198,0.476625952604656,0.049152397257934625,0.16228300139117532,0.1305273901928326,0.14007091032462624
vertebral_RL.csv,27,7,nearest_neighbors,38,discretize,None,Real,0.05706062099488918,0.45779308904896127,0.026257491738033902,0.1358832597372578,0.1372697564341139,0.15768123965213313
vertebral_RL.csv,12,10,rbf,12,discretize,None,Real,0.5938352550001582,0.4817621881198455,0.034049649683659255,0.17598309167126955,0.12699337752854872,0.1358655531244546
vertebral_RL.csv,7,14,nearest_neighbors,2,discretize,None,Real,0.027948385002673604,0.46827435014093327,0.0138973599483603,-0.1316720615581982,0.020759296798075044,0.028776272962587047
vertebral_RL.csv,15,5,nearest_neighbors,20,discretize,None,Real,0.02112563099944964,0.46794028604238436,0.0386865507155662,0.16359387323906652,0.12828519708811853,0.14056150232426426
vertebral_RL.csv,23,17,rbf,4,discretize,None,Real,0.35554885800229385,0.45284476458920553,-0.008665147709671589,-0.16493432279147913,0.08359422741382987,0.10123218847493595
vertebral_RL.csv,26,25,nearest_neighbors,21,kmeans,None,Real,0.31927251299930504,0.4582941851967846,0.026753155791856782,0.166117733085472,0.12099427898403156,0.14104548130227487
vertebral_RL.csv,19,5,nearest_neighbors,26,kmeans,None,Real,0.20739165700069861,0.4619062532623447,0.030229386056802657,0.17317095374586863,0.12972614331616517,0.14478239587428168
vertebral_RL.csv,24,20,nearest_neighbors,14,kmeans,None,Real,0.27510586700373096,0.45704144482722625,0.02421410533572865,0.1642096709206357,0.11583756841416984,0.1344372817278246
vertebral_RL.csv,5,4,rbf,33,discretize,None,Real,0.21664374799729558,0.5173400146153043,0.04779352086462227,0.32434337408782626,0.16893158179064716,0.1724550849476068
vertebral_RL.csv,25,3,rbf,6,kmeans,None,Real,0.3468434940004954,0.462741413508717,-0.05796253391798823,0.017651446072481515,0.04373484261760152,0.0865564653745158
vertebral_RL.csv,20,4,rbf,14,discretize,None,Real,0.3596825179993175,0.47307652155757385,0.023696499121315544,0.1405009331578427,0.10392388419864527,0.11941900487584017
vertebral_RL.csv,29,7,rbf,2,discretize,None,Real,0.3951819020003313,0.5576364965027665,0.13172886284036198,0.18857193298583744,0.11678207815032185,0.1294052335779402
vertebral_RL.csv,34,26,rbf,9,kmeans,None,Real,0.6941342639984214,0.4584194592337405,-0.0189866404146959,-0.024643832616486172,0.06175895701446991,0.10754713515457051
vertebral_RL.csv,37,2,rbf,39,discretize,None,Real,0.21345451100205537,0.4625326234471239,-0.00025463264324771646,0.11446379285176073,0.06616416208036992,0.07567524343109684
vertebral_RL.csv,15,6,rbf,22,discretize,None,Real,0.1581270089955069,0.46658315064202943,-0.02035632709685239,-0.019991002747323825,0.05464714852352913,0.06856219606629343
vertebral_RL.csv,6,14,rbf,22,kmeans,None,Real,0.3765232490040944,0.49042697567595783,-0.08520396749906475,0.2744463898316355,0.0651519248261086,0.07953132183258571
vertebral_RL.csv,8,12,rbf,37,discretize,None,Real,0.3804138339983183,0.4838083307234576,-0.018482742273540638,0.03770754310537145,0.03546703875761976,0.044668418100736074
vertebral_RL.csv,36,11,nearest_neighbors,21,discretize,None,Real,0.11566944199876161,0.4501304937884957,0.014837852076226156,0.12405083303457579,0.09544362994688621,0.12300422048633114
vertebral_RL.csv,31,2,rbf,13,discretize,None,Real,0.39988996700412827,0.4648293141246477,0.00802373442357548,-0.05414281788171938,0.09704483397015641,0.11346632580432374
vertebral_RL.csv,23,6,rbf,23,kmeans,None,Real,0.4568798580003204,0.4657479903956572,-0.10704399757720558,0.030914872135841886,0.03973529884426718,0.08974793425693553
vertebral_RL.csv,23,2,rbf,17,kmeans,None,Real,0.5214093610047712,0.45562167240839335,-0.10204755374258198,0.06963514765095305,0.06244774922606543,0.10671341479446594
vertebral_RL.csv,14,29,nearest_neighbors,13,kmeans,None,Real,0.21124179400067078,0.4676479799561541,0.035273735892100054,0.17672193709722975,0.12554699409318362,0.1374616273216385
vertebral_RL.csv,29,20,nearest_neighbors,3,discretize,None,Real,0.10964038100064499,0.4559766155131016,0.02292767045580928,0.08602180378774367,0.11475331289576501,0.13754490661927823
