dataset,n_clusters,n_init,affinity,n_neighbors,assign_labels,imputation,dataset_type,Train_time,rand_score,adjusted_rand_score,adjusted_mutual_info_score,normalized_mutual_info_score,silhouette_score,davies_bouldin_score,calinski_harabasz_score,dunn_score,c_index_score,ratkowsky_lance_score,mc_clain_rao_score
segment_RL.csv,39,7,rbf,13,discretize,,Real,16.108200439019132,0.8120537179004048,0.3259940800270273,0.4656196818203514,0.4755038062053744,0.20167609414389331,1.895626230703216,127.21952238693665,0.0,0.13228579698889698,0.0,0.5515029142401697
segment_RL.csv,35,8,nearest_neighbors,7,kmeans,,Real,14.993609793018553,0.8773165047742787,0.2752274292548941,0.5794773660353376,0.5867779672917027,0.2251177610827397,1.2354539589101166,213.68476564554783,0.002411453611991192,0.06842169441610157,0.0,0.3674907283568682
segment_RL.csv,11,20,nearest_neighbors,24,discretize,,Real,2.561910883989185,0.8683202750764466,0.4451630478547273,0.6111470248517032,0.6136066644971601,0.2146776616396769,1.3637947369301218,450.1073276758413,0.005165353161651378,0.0901522725591919,0.0,0.4696190531056832
segment_RL.csv,16,13,nearest_neighbors,8,discretize,,Real,2.6540710260160267,0.8574915772836951,0.3944428497656684,0.6031698625897025,0.606807859060731,0.18305169672022795,1.3376257450801703,315.1837506628922,0.00997593698497004,0.0966277812696662,0.0,0.4780944548922413
segment_RL.csv,26,14,nearest_neighbors,3,kmeans,,Real,16.639720345963724,0.7683905815564542,0.11969187739023593,0.2895881460542625,0.3016551796609536,-0.3442498957150949,2.6028746850110176,23.702045914212345,0.0043163673198328666,0.4192467503133833,0.0,0.9927862628095654
segment_RL.csv,3,12,nearest_neighbors,32,discretize,,Real,1.2600905189756304,0.6063268332649017,0.19495918928514114,0.3988521425892333,0.39996375914401694,0.2031568313375122,1.5471581346399803,404.74244178545337,0.06695356700571696,0.2507309657105225,0.0,0.6982960853909743
segment_RL.csv,29,4,nearest_neighbors,33,kmeans,,Real,2.9693709200946614,0.8779858224639515,0.2802588423645616,0.5782551422885611,0.5842153143081978,0.2549917457214331,1.2794818679309503,278.5571463746444,0.0024642059662967172,0.05736673741994373,0.0,0.3424815372641101
segment_RL.csv,12,29,nearest_neighbors,39,discretize,,Real,0.6667532960418612,0.8790316079185719,0.4567214346834285,0.6080793711314995,0.6107228342366711,0.2420763027653963,1.2848281473819865,430.15474668736334,0.00487745368762822,0.09327553557193316,0.0,0.4634608420830764
segment_RL.csv,30,27,rbf,16,kmeans,,Real,8.35555764392484,0.16107945757144546,0.0001721402473022716,0.005724818875901593,0.022714650450352186,0.14587474612818632,0.393700655271504,27.011202581368572,0.0,0.08178559557027874,0.0,0.3616352854614649
segment_RL.csv,33,22,nearest_neighbors,21,discretize,,Real,0.9605196109041572,0.8777634665031807,0.2677943033420233,0.5849749625495668,0.5915758303783192,0.2605571766089547,1.2693767602613584,240.23725482998847,0.00455666567355165,0.05977782622393413,0.0,0.34531073494856673
segment_RL.csv,28,11,rbf,26,kmeans,,Real,6.090914482949303,0.15427903985721222,9.27777993438272e-05,0.003387897423374231,0.016035946225135725,0.22439475431887929,0.5678386213463144,20.508835092645615,0.0,0.2115794527012903,0.0,0.35821351284796776
segment_RL.csv,12,20,rbf,36,kmeans,,Real,24.457125977030955,0.14931671475629898,4.2331833413483806e-05,0.0005862949805131209,0.009396496714452637,0.6164720079401975,0.22429751518731,24.40697652810541,0.0,0.1433947843148645,0.0,0.2719943001145225
segment_RL.csv,21,23,nearest_neighbors,30,kmeans,,Real,11.259416256914847,0.8771728920711164,0.34290341785044204,0.5975510594450855,0.6019302156957432,0.220773886331379,1.2279479405284048,310.54401024942416,0.005688951940503108,0.0807457192227146,0.0,0.4098139470698839
segment_RL.csv,31,27,nearest_neighbors,39,kmeans,,Real,13.136972475098446,0.8776172290247648,0.2690244090388415,0.5778155194798723,0.5841243856794811,0.25309280023304265,1.3105783598497094,259.03052901940157,0.0034586543698224234,0.05886723961587561,0.0,0.3436413452297991
