dataset,eps,min_samples,metric,algorithm,leaf_size,imputation,dataset_type,Train_time,rand_score,adjusted_rand_score,adjusted_mutual_info_score,normalized_mutual_info_score,silhouette_score,davies_bouldin_score,calinski_harabasz_score,dunn_score,c_index_score,ratkowsky_lance_score,mc_clain_rao_score
circle.csv,0.1641218055688651,11,l2,kd_tree,35,,Synthetic,0.004256961983628571,0.5055875875875876,0.011419605668394379,0.1537164522698388,0.16128354092609992,-0.21213910169788985,2.5129796641062243,27.49365718759368,0.07564447672564804,0.025592969298011824,0.10153765511995227,0.7491250199333138
circle.csv,0.8253202707816869,3,euclidean,kd_tree,44,,Synthetic,0.008293397026136521,0.5003823823823824,0.0,1.3368898021004995e-15,0.0,0.0,0.0,0.0,0.0,0.7900763358778626,1.7495085916501023e-17,0.0
circle.csv,0.8329593411349658,3,euclidean,auto,36,,Synthetic,0.008562988019548357,0.5003823823823824,0.0,1.3368898021004995e-15,0.0,0.0,0.0,0.0,0.0,0.7900763358778626,1.7495085916501023e-17,0.0
circle.csv,0.5501085086965918,9,l2,brute,8,,Synthetic,0.03814291395246983,0.5003823823823824,0.0,1.3368898021004995e-15,0.0,0.0,0.0,0.0,0.0,0.7900763358778626,1.7495085916501023e-17,0.0
circle.csv,0.3003605043730419,10,euclidean,auto,11,,Synthetic,0.006906789029017091,0.5003823823823824,0.0,1.3368898021004995e-15,0.0,0.0,0.0,0.0,0.0,0.7900763358778626,1.7495085916501023e-17,0.0
golfball.csv,0.4604366028789775,19,l2,auto,22,,Synthetic,0.08667956804856658,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.6821534450565168,14,euclidean,ball_tree,30,,Synthetic,0.02654832601547241,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.07923800021254578,2,euclidean,auto,30,,Synthetic,0.016587242949754,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfball.csv,0.14818410242049182,12,manhattan,brute,35,,Synthetic,0.0941145340912044,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfball.csv,0.6797346464278298,11,euclidean,ball_tree,35,,Synthetic,0.034192319959402084,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.1201241775490994,15,manhattan,auto,12,,Synthetic,0.020187422982417047,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfball.csv,0.2952518544830093,3,euclidean,brute,3,,Synthetic,0.2295058689778671,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.2681926030555177,13,manhattan,auto,16,,Synthetic,0.02429113001562655,0.412682436587255,0.0,-1.2623773281124396e-15,0.0,-0.2094508940741771,1.7109649846607446,219.98299877125683,0.02818763106815195,0.30249590499943235,0.12838151375408596,4.459261318416506
golfball.csv,0.35242429113849777,3,l1,kd_tree,29,,Synthetic,0.02962322498206049,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.6353288255259415,7,l1,kd_tree,20,,Synthetic,0.04288767196703702,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.9386412619596802,7,l2,auto,30,,Synthetic,0.0690656789811328,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.6288481333405754,12,manhattan,brute,32,,Synthetic,0.09019011398777366,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.9944369504581168,10,euclidean,ball_tree,42,,Synthetic,0.03894983197096735,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.3764506414182313,2,manhattan,auto,39,,Synthetic,0.02863948896992952,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.2719366465802433,6,euclidean,brute,4,,Synthetic,0.23477520304732025,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.03836093764934663,14,euclidean,brute,18,,Synthetic,0.2272769999690354,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfball.csv,0.31596947352411103,18,l1,ball_tree,22,,Synthetic,0.016899951966479417,0.4069838362498331,0.0,-6.203804621079148e-16,0.0,-0.2539043300959019,1.210206853487119,106.96805073423776,0.0625066218081203,0.0985458168680391,0.08267102744394783,1.7419138637550904
golfball.csv,0.6500629902144,11,l2,kd_tree,31,,Synthetic,0.04987234296277165,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.4247956832092917,17,euclidean,kd_tree,43,,Synthetic,0.03185544197913258,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.7923876179747222,16,l1,kd_tree,19,,Synthetic,0.05075739603489637,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.39101875698450345,9,l1,ball_tree,15,,Synthetic,0.01651840703561902,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.11636562306345645,8,l2,kd_tree,17,,Synthetic,0.01881231099832803,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfball.csv,0.9853771176126396,17,l2,brute,10,,Synthetic,0.3387934550410137,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.13842044295130793,8,l2,ball_tree,6,,Synthetic,0.01041505706962198,0.8289483101488496,0.0,3.135868747566033e-16,0.0,-0.516185861814149,1.1328017160080754,38.71459396043095,1.9451113454217388,0.0585353218497739,0.054291472735652935,16.271669750933526
golfball.csv,0.8094510938830486,2,l1,auto,21,,Synthetic,0.053036486031487584,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.5560991135888907,9,l1,kd_tree,29,,Synthetic,0.0394260190660134,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.7294992957507448,17,l1,ball_tree,5,,Synthetic,0.023506397032178945,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.7306610288048093,17,l2,auto,14,,Synthetic,0.06895147089380771,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.06049895977289323,9,l1,kd_tree,18,,Synthetic,0.016204504994675517,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfball.csv,0.045409574983909635,12,l1,ball_tree,13,,Synthetic,0.010526822996325793,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfball.csv,0.853749835960306,2,euclidean,kd_tree,20,,Synthetic,0.06606787606142461,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.7160000474692956,4,euclidean,auto,47,,Synthetic,0.04604819603264332,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.8692152381323158,5,manhattan,kd_tree,12,,Synthetic,0.0658668540418148,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.18852832244612533,8,manhattan,brute,37,,Synthetic,0.08730133203789593,0.7459594371771875,0.0,-1.3294112328163594e-17,0.0,-0.3986620953309868,1.9066025523308984e+16,16.63100191203907,0.1843816870703297,0.6023222101982384,0.029503074578491193,164.6076692492841
golfball.csv,0.3071162467767573,19,l2,ball_tree,4,,Synthetic,0.016308804973959926,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.3296432911650004,18,l1,brute,39,,Synthetic,0.08820585394278169,0.08577878019250809,0.0,-4.985219953274778e-17,0.0,-0.10452783185623267,1.3916047543551595,372.35827301200203,0.029864785064764032,0.2107107812698792,0.1004664254170812,0.6572122639293624
golfball.csv,0.4993605383815,2,euclidean,kd_tree,39,,Synthetic,0.035565300029702485,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.03914783622537493,13,manhattan,kd_tree,38,,Synthetic,0.014934077975340188,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfball.csv,0.4515549973234051,6,euclidean,ball_tree,45,,Synthetic,0.029063679976388805,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.4645343507407933,10,euclidean,kd_tree,29,,Synthetic,0.03827775910031049,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.1528444126521785,11,euclidean,auto,24,,Synthetic,0.01938500604592264,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfball.csv,0.9934149114007572,15,euclidean,ball_tree,6,,Synthetic,0.042386028915643685,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.7192612853711194,13,l2,kd_tree,47,,Synthetic,0.04624001798219979,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.5097279868081234,2,l1,brute,18,,Synthetic,0.08983572199940681,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.938564496258741,10,euclidean,ball_tree,16,,Synthetic,0.034292421070858836,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.6023048705120401,13,euclidean,brute,34,,Synthetic,0.2345341240288689,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.5454246988404602,15,manhattan,brute,11,,Synthetic,0.10415068990550937,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.6134336599477179,16,euclidean,brute,14,,Synthetic,0.2342431920114905,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.6183287296336781,9,l2,kd_tree,34,,Synthetic,0.040877185063436634,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.7621349309769727,10,l1,brute,39,,Synthetic,0.0913405230967328,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.5216055730603282,13,manhattan,ball_tree,16,,Synthetic,0.01972828304860741,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.3549322457062601,5,l2,brute,46,,Synthetic,0.32055714598391205,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.12149748910862393,18,l2,auto,8,,Synthetic,0.020966024021618068,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfball.csv,0.6433283933519588,17,manhattan,brute,14,,Synthetic,0.10304160101804882,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.5061957908656463,11,manhattan,ball_tree,43,,Synthetic,0.021607719943858683,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.6997253798771406,11,l1,kd_tree,29,,Synthetic,0.046078786021098495,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.01403250762076259,11,manhattan,brute,28,,Synthetic,0.08802870195358993,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfball.csv,0.2985095805976385,11,euclidean,auto,19,,Synthetic,0.03396175696980208,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.8981484011943199,12,manhattan,ball_tree,30,,Synthetic,0.028829824062995613,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.6510956556438254,11,euclidean,auto,27,,Synthetic,0.04995720891747624,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.0955347575137844,19,l1,auto,36,,Synthetic,0.017841037013567984,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfball.csv,0.6043441466836885,19,manhattan,auto,22,,Synthetic,0.04648947704117745,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.963366136793374,12,l1,brute,5,,Synthetic,0.09606256696861236,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.463506499428108,10,manhattan,brute,21,,Synthetic,0.0906405879650265,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.882769989158088,14,l1,ball_tree,28,,Synthetic,0.02822288300376385,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.9343529655539796,16,euclidean,brute,38,,Synthetic,0.2364118000259623,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.8247633805868212,3,l1,kd_tree,45,,Synthetic,0.04675480898004025,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.33860045314583403,7,euclidean,auto,19,,Synthetic,0.03116871998645365,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.10169552250873087,18,l2,ball_tree,9,,Synthetic,0.008436844917014241,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfball.csv,0.2776486764374346,17,manhattan,brute,40,,Synthetic,0.09597691299859434,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfball.csv,0.6152767225436445,18,l2,kd_tree,6,,Synthetic,0.07639112905599177,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.13214602296130876,13,l1,ball_tree,34,,Synthetic,0.01113642391283065,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfball.csv,0.05251589482056826,15,l2,brute,24,,Synthetic,0.3167569231009111,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfball.csv,0.8806414147872906,13,l1,auto,39,,Synthetic,0.05520045105367899,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.8136232394259558,13,l2,kd_tree,38,,Synthetic,0.1012633480131626,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.8008978239790328,8,euclidean,brute,34,,Synthetic,0.24312879401259124,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.10313017379888197,9,l1,auto,15,,Synthetic,0.020223024999722842,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfball.csv,0.9584090379597654,10,manhattan,auto,16,,Synthetic,0.06765339500270784,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.945499051472404,4,euclidean,auto,33,,Synthetic,0.06039676594082266,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.8292500744982774,7,l2,ball_tree,28,,Synthetic,0.03148462693206966,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.5312448714349439,16,l1,ball_tree,2,,Synthetic,0.02042965905275196,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.5278299657790642,7,l2,brute,47,,Synthetic,0.3160707720089704,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.6413610771521466,10,l1,ball_tree,9,,Synthetic,0.021553270984441042,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.013279221800740992,14,euclidean,auto,42,,Synthetic,0.01431814406532794,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfball.csv,0.4645074536376523,19,l2,kd_tree,40,,Synthetic,0.03880941797979176,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.9703747841610864,4,euclidean,brute,10,,Synthetic,0.23979363299440595,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.1379967126726821,5,euclidean,ball_tree,34,,Synthetic,0.012254293076694012,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.12450978149018856,12,manhattan,auto,36,,Synthetic,0.01875978300813585,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfball.csv,0.97528062339827,16,l1,brute,3,,Synthetic,0.10628142999485136,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.6140859681391453,7,euclidean,brute,13,,Synthetic,0.23729546496178955,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.7360144828725753,11,manhattan,brute,22,,Synthetic,0.09322703606449068,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.4422613387589417,13,l2,ball_tree,45,,Synthetic,0.019883552915416658,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.4014780721132063,3,euclidean,ball_tree,7,,Synthetic,0.021341047948226333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.7884278631921394,15,l2,auto,24,,Synthetic,0.05774920794647188,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.4945131321724001,18,euclidean,auto,35,,Synthetic,0.034934024908579886,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.1641218055688651,11,l2,kd_tree,35,,Synthetic,0.018116897088475525,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
golfball.csv,0.8253202707816869,3,euclidean,kd_tree,44,,Synthetic,0.059055021032691,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.8329593411349658,3,euclidean,auto,36,,Synthetic,0.052621742011979215,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.5501085086965918,9,l2,brute,8,,Synthetic,0.3160267899511382,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
golfball.csv,0.3003605043730419,10,euclidean,auto,11,,Synthetic,0.03521288000047207,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.2838785046728972,4.6546608925106604e-17,0.0
disk_4600n.csv,0.4604366028789775,19,l2,auto,22,,Synthetic,0.05724261701107025,0.8199608610567515,0.0,1.965446987290393e-14,9.818696939115937e-15,0.0,0.0,0.0,0.0,0.5258552108194113,9.395788541863319e-18,0.0
disk_4600n.csv,0.6821534450565168,14,euclidean,ball_tree,30,,Synthetic,0.045689405989833176,0.8199608610567515,0.0,1.965446987290393e-14,9.818696939115937e-15,0.0,0.0,0.0,0.0,0.5258552108194113,9.395788541863319e-18,0.0
disk_4600n.csv,0.07923800021254578,2,euclidean,auto,30,,Synthetic,0.021724905003793538,0.943116840144833,0.7897610878341802,0.5319662589640489,0.5350302705539172,-0.5608473373861266,4.094143201322054,2.179390101210326,0.02110774726363879,0.6183555520999607,0.016698048502434074,1.3426361519293726
disk_4600n.csv,0.14818410242049182,12,manhattan,brute,35,,Synthetic,0.1038907578913495,0.9187730792138178,0.6770991851334395,0.5169666278172119,0.5177376007912012,-0.3897638295417648,5.348505606422089,3.341938638114002,0.010555691265075034,0.6201429775063447,0.015383822602282287,4.155884607317241
disk_4600n.csv,0.6797346464278298,11,euclidean,ball_tree,35,,Synthetic,0.04469026601873338,0.8199608610567515,0.0,1.965446987290393e-14,9.818696939115937e-15,0.0,0.0,0.0,0.0,0.5258552108194113,9.395788541863319e-18,0.0
disk_4600n.csv,0.1201241775490994,15,manhattan,auto,12,,Synthetic,0.02638355002272874,0.3796503965890505,0.08808625262074436,0.21507887200425296,0.21660093611215595,-0.3474379519538403,1.333232877868378,483.8373462650151,0.003769720693449066,0.2003721012352406,0.12458826154383595,0.7441817722444684
disk_4600n.csv,0.2952518544830093,3,euclidean,brute,3,,Synthetic,0.2871456060092896,0.8199608610567515,0.0,1.965446987290393e-14,9.818696939115937e-15,0.0,0.0,0.0,0.0,0.5258552108194113,9.395788541863319e-18,0.0
disk_4600n.csv,0.2681926030555177,13,manhattan,auto,16,,Synthetic,0.04286399995908141,0.8199608610567515,0.0,1.965446987290393e-14,9.818696939115937e-15,0.0,0.0,0.0,0.0,0.5258552108194113,9.395788541863319e-18,0.0
disk_4600n.csv,0.35242429113849777,3,l1,kd_tree,29,,Synthetic,0.04607110505457968,0.8199608610567515,0.0,1.965446987290393e-14,9.818696939115937e-15,0.0,0.0,0.0,0.0,0.5258552108194113,9.395788541863319e-18,0.0
disk_4600n.csv,0.6353288255259415,7,l1,kd_tree,20,,Synthetic,0.06911663408391178,0.8199608610567515,0.0,1.965446987290393e-14,9.818696939115937e-15,0.0,0.0,0.0,0.0,0.5258552108194113,9.395788541863319e-18,0.0
disk_4600n.csv,0.9386412619596802,7,l2,auto,30,,Synthetic,0.09366398595739156,0.8199608610567515,0.0,1.965446987290393e-14,9.818696939115937e-15,0.0,0.0,0.0,0.0,0.5258552108194113,9.395788541863319e-18,0.0
disk_4600n.csv,0.6288481333405754,12,manhattan,brute,32,,Synthetic,0.13682026299647987,0.8199608610567515,0.0,1.965446987290393e-14,9.818696939115937e-15,0.0,0.0,0.0,0.0,0.5258552108194113,9.395788541863319e-18,0.0
disk_4600n.csv,0.9944369504581168,10,euclidean,ball_tree,42,,Synthetic,0.07137086393777281,0.8199608610567515,0.0,1.965446987290393e-14,9.818696939115937e-15,0.0,0.0,0.0,0.0,0.5258552108194113,9.395788541863319e-18,0.0
disk_4600n.csv,0.3764506414182313,2,manhattan,auto,39,,Synthetic,0.044470987049862735,0.8199608610567515,0.0,1.965446987290393e-14,9.818696939115937e-15,0.0,0.0,0.0,0.0,0.5258552108194113,9.395788541863319e-18,0.0
disk_4600n.csv,0.2719366465802433,6,euclidean,brute,4,,Synthetic,0.2844369149534032,0.8199608610567515,0.0,1.965446987290393e-14,9.818696939115937e-15,0.0,0.0,0.0,0.0,0.5258552108194113,9.395788541863319e-18,0.0
disk_4600n.csv,0.03836093764934663,14,euclidean,brute,18,,Synthetic,0.27417672099545604,0.8199608610567515,0.0,1.965446987290393e-14,9.818696939115937e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disk_4600n.csv,0.31596947352411103,18,l1,ball_tree,22,,Synthetic,0.03058258001692593,0.8199608610567515,0.0,1.965446987290393e-14,9.818696939115937e-15,0.0,0.0,0.0,0.0,0.5258552108194113,9.395788541863319e-18,0.0
disk_4600n.csv,0.6500629902144,11,l2,kd_tree,31,,Synthetic,0.07066302502062173,0.8199608610567515,0.0,1.965446987290393e-14,9.818696939115937e-15,0.0,0.0,0.0,0.0,0.5258552108194113,9.395788541863319e-18,0.0
disk_4600n.csv,0.4247956832092917,17,euclidean,kd_tree,43,,Synthetic,0.04659279296174645,0.8199608610567515,0.0,1.965446987290393e-14,9.818696939115937e-15,0.0,0.0,0.0,0.0,0.5258552108194113,9.395788541863319e-18,0.0
disk_4600n.csv,0.7923876179747222,16,l1,kd_tree,19,,Synthetic,0.08089476102031767,0.8199608610567515,0.0,1.965446987290393e-14,9.818696939115937e-15,0.0,0.0,0.0,0.0,0.5258552108194113,9.395788541863319e-18,0.0
disk_4600n.csv,0.39101875698450345,9,l1,ball_tree,15,,Synthetic,0.02920646104030311,0.8199608610567515,0.0,1.965446987290393e-14,9.818696939115937e-15,0.0,0.0,0.0,0.0,0.5258552108194113,9.395788541863319e-18,0.0
disk_4600n.csv,0.11636562306345645,8,l2,kd_tree,17,,Synthetic,0.07430512993596494,0.8382261739319512,0.16782353261923638,0.13120549552149116,0.13320919549574495,-0.3588256688096088,9.000316426840723,0.7348730718724118,0.005038763407682216,0.6125040364683284,0.009644062013657698,2.5663625651687125
disk_4600n.csv,0.9853771176126396,17,l2,brute,10,,Synthetic,0.4598692760337144,0.8199608610567515,0.0,1.965446987290393e-14,9.818696939115937e-15,0.0,0.0,0.0,0.0,0.5258552108194113,9.395788541863319e-18,0.0
disk_4600n.csv,0.13842044295130793,8,l2,ball_tree,6,,Synthetic,0.01919840194750577,0.8217027331083316,0.017261822501445392,0.014355035731975675,0.015037437307428925,-0.18704106906157952,1.8577728947414758,1.4726736099869633,0.021838571031845968,0.5942063459752657,0.011511524908877873,1.2101829456850628
