dataset,max_eps,eps,min_samples,cluster_method,xi,metric,algorithm,leaf_size,imputation,dataset_type,Train_time,rand_score,adjusted_rand_score,adjusted_mutual_info_score,normalized_mutual_info_score,silhouette_score,davies_bouldin_score,calinski_harabasz_score,dunn_score,c_index_score,ratkowsky_lance_score,mc_clain_rao_score
disk_1000n.csv,9.187352820766e+18,1.5518194545942825e+18,6,xi,0.08680984087490544,manhattan,ball_tree,36,,Synthetic,2.9273759949719533,0.477987987987988,-0.01427606058638271,0.14351868037572746,0.15761290886509274,-0.2874729045264079,1.5934019044383527,14.255479970706787,0.06296964512433571,0.020404934994322943,0.07062023280429651,0.6710359529142015
disk_1000n.csv,1.1138737032470774e+18,8.470111363340996e+18,4,xi,0.07735350079187492,l1,kd_tree,47,,Synthetic,3.4151248059934005,0.4556356356356357,0.0036823884960025827,0.15573900809828548,0.17796228609899822,-0.09232098404953204,1.7579702639227546,12.452748661736916,0.11067886997986046,0.012660413200274391,0.05774632208128413,0.2443048607403792
disk_1000n.csv,5.342660254058718e+18,3.201562832235144e+18,6,dbscan,0.5406421144582589,l1,auto,35,,Synthetic,3.467267697909847,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,5.726860967092187e+18,4.0167185919648046e+18,2,dbscan,0.6719473132182443,manhattan,auto,16,,Synthetic,1.4896442060125992,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,5.028997107547617e+18,1.786914409230674e+18,18,xi,0.9965075703555396,euclidean,kd_tree,27,,Synthetic,1.4874747770372778,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,9.734897796320716e+17,2.6448600200132823e+18,9,dbscan,0.9237225862621884,l2,ball_tree,20,,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disk_1000n.csv,8.33903086486224e+18,3.3756946042520965e+18,11,xi,0.2647469857809508,manhattan,auto,6,,Synthetic,1.4776624699588865,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,6.944823387961852e+18,9.535093475440088e+17,19,xi,0.4820389023946725,manhattan,auto,14,,Synthetic,1.5127634539967405,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,3.56879527070865e+18,1.6309090240444672e+18,16,xi,0.16959565000059787,euclidean,ball_tree,6,,Synthetic,1.6906698829261586,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,7.217204791271443e+18,8.5514322912905e+18,4,xi,0.7286862070668728,manhattan,brute,4,,Synthetic,1.1548937209881842,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,1.171485473440127e+18,2.0985410689345126e+17,14,xi,0.31450515646676186,l1,auto,30,,Synthetic,1.9367406099336224,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,4.60762790172696e+18,1.309402728023807e+18,17,xi,0.7781889060410525,euclidean,auto,2,,Synthetic,1.5682664409978315,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,2.1663647630513144e+18,7.240211084425481e+18,15,xi,0.5118290758628562,l1,brute,28,,Synthetic,1.2066641140263528,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,8.097453390546458e+18,6.634637902296753e+18,6,dbscan,0.1076671008248711,l1,kd_tree,16,,Synthetic,1.5480639220913872,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,7.979904581126702e+18,2.448064731400824e+18,16,dbscan,0.35946377417165704,euclidean,auto,44,,Synthetic,1.8431720089865848,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,4.182132206524717e+18,3.920392296951388e+17,15,xi,0.056401067023747836,manhattan,ball_tree,19,,Synthetic,1.911280548083596,0.5014054054054055,-0.06575200086357118,0.10827125605807568,0.11358117367079924,-0.3899739395259091,3.6979506121967822,35.27784728200182,0.4039788039904623,0.042801505553467824,0.13150617259629313,4.416953234026708
disk_1000n.csv,1.9986253597412045e+18,3.0637613269782764e+18,7,xi,0.35098813461238826,euclidean,ball_tree,24,,Synthetic,1.6536487829871476,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,7.224116771194294e+18,9.004131416576387e+18,3,xi,0.2018469934082208,l1,kd_tree,38,,Synthetic,1.3612941059982404,0.4617197197197197,-0.01951286611433116,0.1226860951488958,0.1550492823013835,-0.2291011737287257,1.4191067386064278,7.272574791238314,0.1928223134890917,0.010680877956978774,0.04837852332750536,0.292170506566974
disk_1000n.csv,1.5415437442139802e+18,4.3299903606458726e+18,3,dbscan,0.3999777982283264,manhattan,kd_tree,17,,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disk_1000n.csv,2.3443400019445862e+17,3.8223654002835487e+18,14,xi,0.8042151890136138,l2,kd_tree,47,,Synthetic,3.6029213919537137,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,8.079765804442407e+18,2.2915336498418043e+18,18,dbscan,0.5578273426200382,euclidean,auto,46,,Synthetic,2.8301796519663185,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,3.6782136320546734e+18,7.295190194533485e+18,17,dbscan,0.5104873389642901,euclidean,kd_tree,18,,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disk_1000n.csv,4.877155115827284e+18,4.4915247965737554e+18,8,dbscan,0.4143322479228447,l2,auto,9,,Synthetic,3.0916553420247515,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,5.71219084993912e+18,3.0457002948965376e+18,5,dbscan,0.9455447639788874,manhattan,brute,29,,Synthetic,1.7347234779736027,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,3.725235059464648e+18,6.779566560106354e+18,7,xi,0.6148410210557663,euclidean,auto,21,,Synthetic,1.5427460520295426,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,5.792083593978313e+18,2.2826674299324168e+18,19,xi,0.6468154498845158,manhattan,brute,25,,Synthetic,1.110154822934419,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,3.4881971932580454e+17,8.851591339365888e+16,10,xi,0.6051642646294315,l1,brute,40,,Synthetic,1.1219871859066188,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,6.417003199965284e+18,5.259217342257834e+18,2,dbscan,0.9139653171628598,manhattan,ball_tree,13,,Synthetic,1.493023998918943,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,1.019690460238162e+18,5.771466622641264e+18,8,xi,0.3737441130525396,l1,auto,33,,Synthetic,1.5649371249601245,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,6.160028100651252e+18,2.906034796625448e+18,19,xi,0.12842133936352634,euclidean,brute,17,,Synthetic,1.257101654075086,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,6.422186390365624e+18,3.071159811354612e+18,4,xi,0.7069242905806089,l1,auto,12,,Synthetic,1.6817257159855217,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,8.796728260113787e+17,9.434611116574996e+17,6,xi,0.263591190867243,l1,brute,47,,Synthetic,1.060141772031784,0.5741721721721722,0.002786700590680789,0.031968196933517275,0.03648904196093445,-0.30864518353966025,1.5504891782965846,4.791608711785831,3.327753419883392,0.014292390259832075,0.02216883612737168,256.6657260866452
disk_1000n.csv,7.083312724848121e+18,9.995628299121869e+16,5,xi,0.20782492465353125,manhattan,ball_tree,14,,Synthetic,1.5097937260288743,0.5457337337337337,0.005511666950475153,0.09971721154848928,0.11376451494133295,-0.5389755179570126,1.2272502274563388,6.462167303487736,0.50937506299605,0.016563572070530257,0.043369036539502435,4.450675524458159
disk_1000n.csv,8.686936088149746e+18,3.5622078842553805e+18,14,dbscan,0.7090184270733115,l2,auto,29,,Synthetic,1.6959184859879315,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,5.214674921315024e+18,6.340952092793338e+18,11,dbscan,0.2329870011296228,l2,ball_tree,47,,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disk_1000n.csv,3.878471344597331e+18,5.20786724673443e+18,18,dbscan,0.7383523803046003,l1,brute,44,,Synthetic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disk_1000n.csv,7.355059826248776e+18,3.80802706381508e+18,15,xi,0.7408596419553358,manhattan,ball_tree,45,,Synthetic,1.9190184719627723,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,2.6527091455738583e+18,2.373726821354308e+18,10,dbscan,0.5806326201282541,manhattan,ball_tree,14,,Synthetic,1.903302760911174,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,8.354605104868657e+18,8.051886179792905e+18,16,dbscan,0.8186905429360319,euclidean,kd_tree,37,,Synthetic,1.360963546903804,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,9.092369762528184e+18,3.0534353714476155e+18,10,xi,0.1745434212882398,euclidean,kd_tree,10,,Synthetic,1.350771169993095,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,5.340587714540376e+18,4.852034572478618e+18,10,dbscan,0.8020210027712372,l1,brute,39,,Synthetic,1.0382787039270625,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,5.933697680415428e+18,6.045020586874078e+18,18,xi,0.5798807776824922,manhattan,auto,42,,Synthetic,3.0122549920342863,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,7.336459695305037e+18,6.341613794393496e+18,10,xi,0.3017460316049297,l2,kd_tree,16,,Synthetic,2.6903091749409214,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,8.490980252591675e+18,2.311713192011601e+18,4,dbscan,0.4892493184502269,l2,kd_tree,11,,Synthetic,2.7291472399374466,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,6.92376460162092e+18,8.469706029953442e+18,17,xi,0.2323530140222487,l1,kd_tree,37,,Synthetic,2.8374538149219006,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,1.7352195110587535e+18,1.9724604001624924e+18,11,xi,0.4521721909623873,euclidean,auto,29,,Synthetic,2.552150964969769,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,8.299890526831504e+18,5.926482306621468e+18,7,xi,0.14101393725674632,l2,kd_tree,6,,Synthetic,2.23908988700714,0.5509169169169169,0.008848998468920252,0.10228473075272156,0.11207449200584642,-0.517268174918202,1.2996872543381257,8.528605126333611,0.3503699589219653,0.02071836661227841,0.05730849340074305,6.378431527610222
disk_1000n.csv,3.9785612124414367e+18,5.549707042810512e+18,19,xi,0.684737933636255,l1,auto,41,,Synthetic,1.644261248991825,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
disk_1000n.csv,1.757988847838125e+18,7.50251939084474e+18,4,xi,0.2998196596110255,euclidean,kd_tree,36,,Synthetic,1.5352072559762746,0.5630650650650649,0.03640874776972793,0.10179828974768512,0.1192650608326652,-0.5724837469902093,1.898233901160944,4.458278500565911,0.563772009306961,0.011849268391277722,0.03503037069248354,4.218548209512401
disk_1000n.csv,8.016107468153555e+18,3.458185184677754e+18,3,dbscan,0.9297318915940384,l2,brute,3,,Synthetic,1.62411744997371,0.5795795795795796,0.0,-2.035558115603753e-15,0.0,0.0,0.0,0.0,0.0,1.1282051282051282,8.881784197001246e-18,0.0
