dataset,eps,min_samples,metric,algorithm,leaf_size,imputation,dataset_type,Train_time,rand_score,adjusted_rand_score,silhouette_score,adjusted_mutual_info_score,normalized_mutual_info_score
flame.csv,0.09878830739883696,6,l1,kd_tree,15,None,Synthetic,0.0007916309987194836,0.5373580394500896,0.0,0.0,0.0,0.0
breast-wsconsin_RL.csv,0.7597941957813944,15,l2,ball_tree,31,mean,Real,0.0047077669951249845,0.8572254264176002,0.7138272516410955,0.48930381477843304,0.6686842036816528,0.6690428127007605
breast-wsconsin_RL.csv,0.46779733013896135,2,l1,kd_tree,18,mean,Real,0.008763753998209722,0.7188287811896651,0.4415987762408704,-0.2014216240339167,0.43997340624023257,0.4479031328293844
breast-wsconsin_RL.csv,0.9721835648732549,11,l1,ball_tree,5,mean,Real,0.006085431996325497,0.824112219257146,0.6478221227397446,0.4589132357004912,0.6176572305457981,0.6180693506184752
breast-wsconsin_RL.csv,0.4270304216073624,2,euclidean,brute,14,mean,Real,0.005528884998057038,0.6568614188914987,0.324227390737164,-0.2279664846755646,0.3701269515362845,0.3798175417224647
breast-wsconsin_RL.csv,0.7951189694400745,15,l1,brute,10,mean,Real,0.005544914994970895,0.7948030547118069,0.5894200007234967,0.4282081611725813,0.5756587912480404,0.5761149249538771
breast-wsconsin_RL.csv,0.2291101806328504,7,l2,brute,22,mean,Real,0.006077582002035342,0.4579403240814754,-0.08645127642898733,0.04181317582343715,0.13988896376321608,0.1503813847168292
breast-wsconsin_RL.csv,0.03247281733288461,9,manhattan,brute,3,mean,Real,0.005143570000655018,0.4599530233530504,-0.09188078618268748,-0.012469210987469946,0.13262074072545882,0.14189262794701807
breast-wsconsin_RL.csv,0.5586204362335192,11,euclidean,kd_tree,6,mean,Real,0.015150638995692134,0.7585662694557513,0.5171568153507847,0.3890073614579819,0.5268838006341577,0.5273913475909285
breast-wsconsin_RL.csv,0.723560448870053,5,l2,kd_tree,11,mean,Real,0.012192043999675661,0.8596521432582773,0.7186671088337258,0.4914299073051545,0.6726017779591087,0.6729562692551841
breast-wsconsin_RL.csv,0.3791231567158081,8,l1,brute,5,mean,Real,0.005263143000775017,0.5126972219831032,0.04532820421439159,-0.06465731587226571,0.26273866409498775,0.2656483179170035
breast-wsconsin_RL.csv,0.17383276056137806,10,l1,brute,17,mean,Real,0.005155740996997338,0.46504420969784915,-0.0938757863412768,-0.08058763307115979,0.12257377635701745,0.13058401103499415
breast-wsconsin_RL.csv,0.18266278793970092,5,euclidean,brute,4,mean,Real,0.0052600419949158095,0.45763288529253826,-0.08292648835465152,0.06857698924393751,0.14238140144282532,0.1538316392298293
breast-wsconsin_RL.csv,0.0855970966572724,9,manhattan,ball_tree,20,mean,Real,0.0045902239944553,0.4599530233530504,-0.09188078618268748,-0.012469210987469946,0.13262074072545882,0.14189262794701807
breast-wsconsin_RL.csv,0.1402098524047681,8,manhattan,auto,25,mean,Real,0.005877180999959819,0.4590020126992716,-0.0902913067920752,0.008816947683691461,0.13538999268417998,0.14506247141078196
breast-wsconsin_RL.csv,0.34357441861566235,7,manhattan,kd_tree,30,mean,Real,0.005959832000371534,0.4641628851695627,-0.05341327638926395,0.06976219273770509,0.17319101998735092,0.18189211150150367
breast-wsconsin_RL.csv,0.5712048891558716,12,manhattan,kd_tree,20,mean,Real,0.008698792997165583,0.675779152370763,0.351079023757089,0.2925588589085996,0.4238944388533107,0.42451441157897735
breast-wsconsin_RL.csv,0.16535665084752996,2,l2,auto,43,mean,Real,0.006280144996708259,0.464396538649155,-0.04281030712718754,0.1297947695756665,0.148219978781649,0.1742920995061966
breast-wsconsin_RL.csv,0.9674028090876317,11,l2,kd_tree,22,mean,Real,0.009465303002798464,0.8970366999930314,0.7933007336383662,0.5205179502367455,0.736783860863318,0.7370705676725116
breast-wsconsin_RL.csv,0.6718105462789253,8,l2,ball_tree,37,mean,Real,0.00448365299962461,0.8428372910953429,0.6851401475276316,0.4765319619884846,0.6459824692392214,0.6463649079583087
breast-wsconsin_RL.csv,0.6069474148726213,2,manhattan,auto,20,mean,Real,0.009476872000959702,0.7397920074113244,0.4821234118795201,-0.14959334140277053,0.47324606484863296,0.47905911634899606
breast-wsconsin_RL.csv,0.9947731136556432,14,manhattan,brute,18,mean,Real,0.005629366001812741,0.826424158949953,0.6524290483736305,0.4611698959475822,0.6210860441253905,0.6214945728088275
breast-wsconsin_RL.csv,0.8401739797793942,12,manhattan,kd_tree,36,mean,Real,0.008356637998076621,0.8149464441629671,0.6295586473982027,0.44930037645107157,0.6042393897067169,0.6046655635172328
breast-wsconsin_RL.csv,0.37644340354274863,8,manhattan,auto,35,mean,Real,0.006253724000998773,0.5126972219831032,0.04532820421439159,-0.06465731587226571,0.26273866409498775,0.2656483179170035
breast-wsconsin_RL.csv,0.6523203971038153,11,manhattan,auto,40,mean,Real,0.00759459100663662,0.6932006837438666,0.38622075477239537,0.3144241976221345,0.44493008653924404,0.4455263662174468
breast-wsconsin_RL.csv,0.3523391126215329,9,manhattan,kd_tree,21,mean,Real,0.007079673996486235,0.46652401506859986,-0.04614230553583485,0.06046938622696331,0.18029535919505324,0.18824294152865595
breast-wsconsin_RL.csv,0.044145121686579525,19,l2,auto,44,mean,Real,0.0070222929934971035,0.4878684653885411,-0.07765283503320543,-0.2087862071684166,0.0948318833874354,0.09923124867554464
breast-wsconsin_RL.csv,0.6470746813109416,16,euclidean,brute,4,mean,Real,0.007217065001896117,0.8014437325528487,0.6026534612194396,0.4352714861481209,0.5849513307928667,0.5853977167175175
breast-wsconsin_RL.csv,0.5063562093191062,18,manhattan,ball_tree,25,mean,Real,0.0055325559951597825,0.6511840492557932,0.3011819434980773,0.26046926701551537,0.39442820011299284,0.395082388347588
breast-wsconsin_RL.csv,0.11938017285157329,8,l2,auto,34,mean,Real,0.00628518399753375,0.4590020126992716,-0.0902913067920752,0.008816947683691461,0.13538999268417998,0.14506247141078196
breast-wsconsin_RL.csv,0.024539529992128786,18,l2,auto,37,mean,Real,0.006290505996730644,0.4878684653885411,-0.07765283503320543,-0.2087862071684166,0.0948318833874354,0.09923124867554464
breast-wsconsin_RL.csv,0.8114678031404745,3,euclidean,brute,44,mean,Real,0.005797828998765908,0.8768687154387561,0.7530190312427953,0.5053837357703622,0.7012090705729924,0.7015334308567178
breast-wsconsin_RL.csv,0.8244113223352395,6,manhattan,ball_tree,48,mean,Real,0.006095213000662625,0.8172255903849543,0.6340999309787523,0.4518397087836125,0.6075502583862143,0.607972964260956
breast-wsconsin_RL.csv,0.2741499283210044,18,l2,ball_tree,9,mean,Real,0.004020018001028802,0.4878684653885411,-0.07765283503320543,-0.2087862071684166,0.0948318833874354,0.09923124867554464
breast-wsconsin_RL.csv,0.6736663181216641,2,euclidean,brute,10,mean,Real,0.005591254994214978,0.8469200782124279,0.6943120806699283,0.024142959696381455,0.6193604116207623,0.6231931221087519
breast-wsconsin_RL.csv,0.16948568340337547,14,l1,brute,26,mean,Real,0.005172700999537483,0.4878684653885411,-0.07765283503320543,-0.2087862071684166,0.0948318833874354,0.09923124867554464
breast-wsconsin_RL.csv,0.13463162897152353,8,manhattan,kd_tree,45,mean,Real,0.005403553994256072,0.4590020126992716,-0.0902913067920752,0.008816947683691461,0.13538999268417998,0.14506247141078196
breast-wsconsin_RL.csv,0.3178841250266374,12,l2,auto,48,mean,Real,0.005036928996560164,0.47661620571344243,-0.08770232395465502,-0.1638771830789744,0.10865367023134938,0.11437912663690435
breast-wsconsin_RL.csv,0.7770140138369814,9,manhattan,kd_tree,16,mean,Real,0.010203320998698473,0.7948030547118069,0.5894200007234967,0.42885034093025265,0.5756587912480404,0.5761149249538771
breast-wsconsin_RL.csv,0.8630990007370801,18,l1,ball_tree,39,mean,Real,0.005663068004650995,0.8081581957032354,0.6160328003619967,0.44228408673609276,0.5944743918760722,0.5949107959546857
breast-wsconsin_RL.csv,0.6471053950284865,7,manhattan,kd_tree,28,mean,Real,0.007535819997428916,0.7262851966173535,0.45307836353200487,0.019414843229000476,0.481354438309435,0.4825964613584554
breast-wsconsin_RL.csv,0.9916457524226694,9,euclidean,ball_tree,38,mean,Real,0.005013278998376336,0.9021606798086501,0.8035431829579377,0.5244475869264701,0.7462315332902965,0.7465082010894663
breast-wsconsin_RL.csv,0.7786021900465601,13,manhattan,kd_tree,2,mean,Real,0.027388116002839524,0.7926058921668696,0.5850411577661593,0.42636177176131657,0.5726106540671091,0.5730699873531651
breast-wsconsin_RL.csv,0.18538325810094491,8,l1,ball_tree,15,mean,Real,0.004605333997460548,0.4590020126992716,-0.0902913067920752,0.008816947683691461,0.13538999268417998,0.14506247141078196
breast-wsconsin_RL.csv,0.5834127867538794,16,euclidean,ball_tree,31,mean,Real,0.004315730999223888,0.7544588872355514,0.5089570084676391,0.3854808330128907,0.5215358401708889,0.5220490640246351
breast-wsconsin_RL.csv,0.34408732212573195,7,l2,ball_tree,23,mean,Real,0.0037402539965114556,0.4641628851695627,-0.05341327638926395,0.06976219273770509,0.17319101998735092,0.18189211150150367
breast-wsconsin_RL.csv,0.12244585900600632,18,l2,brute,49,mean,Real,0.0058286689964006655,0.4878684653885411,-0.07765283503320543,-0.2087862071684166,0.0948318833874354,0.09923124867554464
breast-wsconsin_RL.csv,0.7959928753157008,2,l2,brute,43,mean,Real,0.006404305997421034,0.87376973244627,0.7476803893487528,0.12361505599285377,0.6575200384985361,0.6614213697314159
breast-wsconsin_RL.csv,0.5553829980465576,5,manhattan,ball_tree,40,mean,Real,0.005299613003444392,0.7077281913171087,0.41542653571126326,0.3312249940710037,0.46266155132670794,0.4632382259570249
breast-wsconsin_RL.csv,0.7612071178029205,13,l2,kd_tree,41,mean,Real,0.008809455001028255,0.8620870584666593,0.7235238012982509,0.49318356904442506,0.6765597952941587,0.6769101244558279
breast-wsconsin_RL.csv,0.302436378508866,19,l2,brute,16,mean,Real,0.005804469001304824,0.48704452943418963,-0.07835627619623632,-0.20692403615630733,0.09650028626185506,0.10085580065689828
breast-wsconsin_RL.csv,0.08993185694719943,15,euclidean,kd_tree,22,mean,Real,0.006305856004473753,0.4878684653885411,-0.07765283503320543,-0.2087862071684166,0.0948318833874354,0.09923124867554464
breast-wsconsin_RL.csv,0.6360450029459787,13,manhattan,ball_tree,26,mean,Real,0.005297072995745111,0.6878881414710332,0.37551950334655043,0.30792325033050555,0.4384930532530472,0.4390965283594039
breast-wsconsin_RL.csv,0.7235028115647941,4,euclidean,auto,49,mean,Real,0.006593389000045136,0.8645301720427463,0.7283973562253445,0.4957991522437316,0.6805591377812462,0.6809052593165565
breast-wsconsin_RL.csv,0.045943350182514366,7,manhattan,ball_tree,6,mean,Real,0.00438240200310247,0.4579403240814754,-0.08645127642898733,0.04181317582343715,0.13988896376321608,0.1503813847168292
breast-wsconsin_RL.csv,0.550201390132649,13,l2,kd_tree,41,mean,Real,0.0073991090030176565,0.7463425032076114,0.49274609682641973,0.37604450572809317,0.5110613885628488,0.5115857635914421
breast-wsconsin_RL.csv,0.2780151577518771,18,l1,kd_tree,42,mean,Real,0.0058863609956461005,0.48704452943418963,-0.07835627619623632,-0.20692403615630733,0.09650028626185506,0.10085580065689828
breast-wsconsin_RL.csv,0.44122440361047494,7,l1,ball_tree,2,mean,Real,0.0055150449989014305,0.6381691405241217,0.2809498239683237,-0.04989522510527055,0.3764186366600621,0.37838824935876963
breast-wsconsin_RL.csv,0.37290709591446736,7,manhattan,brute,25,mean,Real,0.0052516430005198345,0.5167554139970731,0.0546515076042619,-0.06338416053877166,0.2691560026564806,0.2720200808381016
breast-wsconsin_RL.csv,0.7168811975115886,11,manhattan,ball_tree,45,mean,Real,0.005804519998491742,0.78823616218011,0.5763318022713996,0.42179342312956974,0.5665861929072828,0.567051853678749
breast-wsconsin_RL.csv,0.5179523071569171,2,manhattan,auto,17,mean,Real,0.008708561996172648,0.7188287811896651,0.4415987762408704,-0.2014216240339167,0.43997340624023257,0.4479031328293844
breast-wsconsin_RL.csv,0.28288998808240245,6,euclidean,brute,3,mean,Real,0.005152170997462235,0.4580182085746728,-0.08426996580953608,0.0440891732881732,0.14291052948007074,0.15322021581640582
breast-wsconsin_RL.csv,0.7998527215171628,12,euclidean,kd_tree,43,mean,Real,0.008696023003722075,0.8719087029772372,0.7431194702078545,0.5020715575744487,0.6928144536816558,0.6931476679692774
breast-wsconsin_RL.csv,0.24666777272270357,16,l1,kd_tree,17,mean,Real,0.006906871996761765,0.4878684653885411,-0.07765283503320543,-0.2087862071684166,0.0948318833874354,0.09923124867554464
breast-wsconsin_RL.csv,0.06650561335349678,10,l1,auto,32,mean,Real,0.005908879997150507,0.46504420969784915,-0.0938757863412768,-0.08058763307115979,0.12257377635701745,0.13058401103499415
breast-wsconsin_RL.csv,0.45317711216996426,12,l2,auto,28,mean,Real,0.0071744060041964985,0.6791978717037438,0.35798662312977547,0.2964858662875559,0.42800704911203835,0.42862234747904043
breast-wsconsin_RL.csv,0.826576933910317,17,manhattan,kd_tree,49,mean,Real,0.0074879599997075275,0.8014437325528487,0.6026534612194396,0.4355015299297943,0.5849513307928667,0.5853977167175175
breast-wsconsin_RL.csv,0.32692940763036954,16,manhattan,kd_tree,42,mean,Real,0.006051912001566961,0.48704452943418963,-0.07835627619623632,-0.20692403615630733,0.09650028626185506,0.10085580065689828
breast-wsconsin_RL.csv,0.3551177456738259,14,l1,ball_tree,35,mean,Real,0.0049922189937205985,0.46286344388832185,-0.08825866928581301,-0.10625980690350677,0.14237943870509776,0.14824956675137108
breast-wsconsin_RL.csv,0.8710861725005615,17,l1,ball_tree,38,mean,Real,0.00568385799851967,0.8104127468221077,0.6205251059458518,0.44478882893320804,0.5977019196656516,0.5981349419976071
breast-wsconsin_RL.csv,0.9906277863902891,17,euclidean,kd_tree,6,mean,Real,0.020123939000768587,0.8944870076367795,0.788205415327534,0.5189614770737154,0.7321484477853926,0.732440073842414
breast-wsconsin_RL.csv,0.518392840377849,8,manhattan,kd_tree,16,mean,Real,0.008786802995018661,0.6826493845075445,0.36495448159292027,0.3008944560484191,0.43216588729672184,0.4327764806224728
breast-wsconsin_RL.csv,0.3458929229669878,3,l1,brute,44,mean,Real,0.005228401998465415,0.4750298215625269,-0.01869380838447381,0.14447829126816447,0.18583527005091138,0.1983123708316072
breast-wsconsin_RL.csv,0.5110499401252036,11,manhattan,kd_tree,37,mean,Real,0.006958843005122617,0.6707125611290792,0.3408303682770162,0.2856564522975023,0.41781005002288035,0.41843697979550726
breast-wsconsin_RL.csv,0.9479024100543341,3,euclidean,brute,12,mean,Real,0.00598652999906335,0.9021975724633226,0.8038682240438179,0.25375286668826574,0.7334868681619974,0.7344819509630647
breast-wsconsin_RL.csv,0.015479483511268297,5,l2,kd_tree,27,mean,Real,0.00628475499979686,0.45763288529253826,-0.08292648835465152,0.06857698924393751,0.14238140144282532,0.1538316392298293
breast-wsconsin_RL.csv,0.9319545925269784,6,l2,brute,48,mean,Real,0.006644199005677365,0.8944870076367795,0.788205415327534,0.5188869514378344,0.7321484477853926,0.732440073842414
breast-wsconsin_RL.csv,0.9986243671713646,6,manhattan,ball_tree,11,mean,Real,0.0058457010018173605,0.826424158949953,0.6524290483736305,0.4611698959475822,0.6210860441253905,0.6214945728088275
breast-wsconsin_RL.csv,0.22498121816909775,5,euclidean,ball_tree,42,mean,Real,0.0036695749950013123,0.45763288529253826,-0.08292648835465152,0.06857698924393751,0.14238140144282532,0.1538316392298293
breast-wsconsin_RL.csv,0.2269525923197394,3,manhattan,ball_tree,20,mean,Real,0.004632445001334418,0.45965788211567077,-0.06530706882962928,0.14147668913813288,0.14765829901602479,0.1647123056180861
breast-wsconsin_RL.csv,0.7789635174670835,7,l1,auto,15,mean,Real,0.010220591000688728,0.803673688568606,0.607097001382283,0.43795459392682584,0.5880995253550719,0.5885426106920905
breast-wsconsin_RL.csv,0.8813235739664083,15,l2,brute,17,mean,Real,0.006765250000171363,0.8793610192210731,0.7579943413781493,0.5079464422048676,0.7054769191721051,0.7057967737852636
breast-wsconsin_RL.csv,0.7285308047939748,12,l1,brute,28,mean,Real,0.005476555998029653,0.78823616218011,0.5763318022713996,0.42179342312956974,0.5665861929072828,0.567051853678749
breast-wsconsin_RL.csv,0.4656017650194545,19,l1,kd_tree,21,mean,Real,0.008757543997489847,0.6480440744247821,0.2947822864590358,0.2558906191018389,0.3906713532421183,0.3913300084102846
breast-wsconsin_RL.csv,0.6065973921404065,2,l1,ball_tree,32,mean,Real,0.005315624002832919,0.7397920074113244,0.4821234118795201,-0.14959334140277053,0.47324606484863296,0.47905911634899606
breast-wsconsin_RL.csv,0.08191425008776543,15,l1,brute,22,mean,Real,0.005171841999981552,0.4878684653885411,-0.07765283503320543,-0.2087862071684166,0.0948318833874354,0.09923124867554464
breast-wsconsin_RL.csv,0.1629671653506033,10,l1,auto,13,mean,Real,0.006944073997146916,0.46504420969784915,-0.0938757863412768,-0.08058763307115979,0.12257377635701745,0.13058401103499415
breast-wsconsin_RL.csv,0.22228208585079573,10,euclidean,brute,4,mean,Real,0.005076020999695174,0.46504420969784915,-0.0938757863412768,-0.08058763307115979,0.12257377635701745,0.13058401103499415
breast-wsconsin_RL.csv,0.21833873791832792,4,euclidean,kd_tree,31,mean,Real,0.006313674995908514,0.45766567876335823,-0.07962802332214675,0.08546718393067089,0.1439611993409507,0.15642947555947856
breast-wsconsin_RL.csv,0.5547305368538556,15,manhattan,brute,30,mean,Real,0.00535098399996059,0.6608007345737463,0.3207376082519533,0.27314936020990027,0.4059339539525935,0.40657461824099783
breast-wsconsin_RL.csv,0.09069454823676784,15,manhattan,ball_tree,6,mean,Real,0.004457372997421771,0.4878684653885411,-0.07765283503320543,-0.2087862071684166,0.0948318833874354,0.09923124867554464
breast-wsconsin_RL.csv,0.5890353141409855,15,manhattan,kd_tree,48,mean,Real,0.0067066899937344715,0.6723932265086021,0.34423157247185276,0.28881786990482994,0.41982706975512424,0.4204516875499154
breast-wsconsin_RL.csv,0.09321006748846693,7,euclidean,kd_tree,45,mean,Real,0.005082250994746573,0.4579403240814754,-0.08645127642898733,0.04181317582343715,0.13988896376321608,0.1503813847168292
breast-wsconsin_RL.csv,0.4527054057089948,14,euclidean,auto,49,mean,Real,0.005555466006626375,0.6740820902558301,0.34764778645497907,0.29024186625695597,0.4218551597160889,0.4224774585516682
breast-wsconsin_RL.csv,0.3104688153818003,5,l2,auto,37,mean,Real,0.006307285999355372,0.4579157289783604,-0.08039350315987505,0.07088732320413958,0.14540819619232356,0.156667215947797
breast-wsconsin_RL.csv,0.5623708100600988,4,manhattan,auto,33,mean,Real,0.0069374419981613755,0.7248955732913577,0.4504467817742879,0.07670726462122501,0.4790681011729133,0.48028228766803366
breast-wsconsin_RL.csv,0.7846691939737731,9,manhattan,brute,27,mean,Real,0.005549884997890331,0.7970084156244491,0.5938149838046456,0.43107024918729114,0.5787313601992895,0.5791842698083769
breast-wsconsin_RL.csv,0.27297434316797436,12,l1,brute,2,mean,Real,0.005146359995706007,0.48226078187832805,-0.08309975046908487,-0.18115763031034102,0.1011876841791221,0.10632511807230856
breast-wsconsin_RL.csv,0.06820039010439624,9,l1,brute,45,mean,Real,0.005240392005362082,0.4599530233530504,-0.09188078618268748,-0.012469210987469946,0.13262074072545882,0.14189262794701807
breast-wsconsin_RL.csv,0.23990035716453495,4,euclidean,kd_tree,36,mean,Real,0.006295664999925066,0.45766567876335823,-0.07962802332214675,0.08546718393067089,0.1439611993409507,0.15642947555947856
breast-wsconsin_RL.csv,0.09878830739883696,6,l1,kd_tree,15,mean,Real,0.006977873999858275,0.4579403240814754,-0.08645127642898733,0.04181317582343715,0.13988896376321608,0.1503813847168292
breast-wsconsin_RL.csv,0.7597941957813944,15,l2,ball_tree,31,median,Real,0.004747796003357507,0.8572254264176002,0.7138272516410955,0.48933551664815655,0.6686842036816528,0.6690428127007605
breast-wsconsin_RL.csv,0.46779733013896135,2,l1,kd_tree,18,median,Real,0.008794953995675314,0.7265844370385857,0.4569963321997947,-0.1946239693564133,0.44900638818918703,0.45680846771747
breast-wsconsin_RL.csv,0.9721835648732549,11,l1,ball_tree,5,median,Real,0.005959239999356214,0.8310726334386823,0.6616923403645167,0.466754653609977,0.628036624236438,0.6284378719471737
breast-wsconsin_RL.csv,0.4270304216073624,2,euclidean,brute,14,median,Real,0.005372003994125407,0.665137671089686,0.34093174574275786,-0.23100293623794962,0.38063885241760165,0.3901676283006532
breast-wsconsin_RL.csv,0.7951189694400745,15,l1,brute,10,median,Real,0.005524426000192761,0.803673688568606,0.607097001382283,0.43829683075951587,0.5880995253550719,0.5885426106920905
breast-wsconsin_RL.csv,0.2291101806328504,7,l2,brute,22,median,Real,0.005763819994172081,0.45782144774975303,-0.08218280947660289,0.06932671807407367,0.14450775915631808,0.15521134889002192
breast-wsconsin_RL.csv,0.03247281733288461,9,manhattan,brute,3,median,Real,0.005187221002415754,0.4596947747703432,-0.09110547514625884,-0.006839954402551492,0.13442749152867098,0.14359033071942104
breast-wsconsin_RL.csv,0.5586204362335192,11,euclidean,kd_tree,6,median,Real,0.01541943299525883,0.7753237330447508,0.5505887877410456,0.4085249328607632,0.549062161512045,0.5495462632384926
breast-wsconsin_RL.csv,0.723560448870053,5,l2,kd_tree,11,median,Real,0.012686541995208245,0.8620870584666593,0.7235238012982509,0.4944750213237509,0.6765597952941587,0.6769101244558279
breast-wsconsin_RL.csv,0.3791231567158081,8,l1,brute,5,median,Real,0.005326111997419503,0.5176777303638845,0.056987135893754516,-0.05607805063468732,0.2706694274668456,0.27350986832616203
breast-wsconsin_RL.csv,0.17383276056137806,10,l1,brute,17,median,Real,0.005248902998573612,0.46445392722308987,-0.09369688917602705,-0.07498834681477429,0.12444843110630059,0.1323518222044229
breast-wsconsin_RL.csv,0.18266278793970092,5,euclidean,brute,4,median,Real,0.00525704200117616,0.45796491918459037,-0.07788406745351216,0.09639969747522069,0.14706977467044094,0.15868256244714463
breast-wsconsin_RL.csv,0.0855970966572724,9,manhattan,ball_tree,20,median,Real,0.004666494998673443,0.4596947747703432,-0.09110547514625884,-0.006839954402551492,0.13442749152867098,0.14359033071942104
breast-wsconsin_RL.csv,0.1402098524047681,8,manhattan,auto,25,median,Real,0.005934821005212143,0.458251862054265,-0.08711940094553546,0.031247531199014297,0.13996247026193723,0.14989724532045365
breast-wsconsin_RL.csv,0.34357441861566235,7,manhattan,kd_tree,30,median,Real,0.005960130998573732,0.46795463023312056,-0.04093023501836289,0.09558765428218845,0.1811198604993675,0.18997570383319956
breast-wsconsin_RL.csv,0.5712048891558716,12,manhattan,kd_tree,20,median,Real,0.008746883002459072,0.6878881414710332,0.37551950334655043,0.30859515659162207,0.4384930532530472,0.4390965283594039
breast-wsconsin_RL.csv,0.16535665084752996,2,l2,auto,43,median,Real,0.006309226002485957,0.46536394603834375,-0.04000026690193481,0.13835932453030297,0.15206017878017186,0.1767567779079419
breast-wsconsin_RL.csv,0.9674028090876317,11,l2,kd_tree,22,median,Real,0.009253110001736786,0.8944870076367795,0.788205415327534,0.5197325122679821,0.7321484477853926,0.732440073842414
breast-wsconsin_RL.csv,0.6718105462789253,8,l2,ball_tree,37,median,Real,0.004386803004308604,0.8428372910953429,0.6851401475276316,0.47726413706457743,0.6459824692392214,0.6463649079583087
breast-wsconsin_RL.csv,0.6069474148726213,2,manhattan,auto,20,median,Real,0.009572363996994682,0.7478428044976245,0.49811373509601886,-0.14435615121859915,0.483024489263736,0.48873098192857334
breast-wsconsin_RL.csv,0.9947731136556432,14,manhattan,brute,18,median,Real,0.005647236997901928,0.8334091682346045,0.6663487566682161,0.4690225843569033,0.6315595197840564,0.6319570765068453
breast-wsconsin_RL.csv,0.8401739797793942,12,manhattan,kd_tree,36,median,Real,0.008420608995947987,0.824112219257146,0.6478221227397446,0.4595007684182572,0.6176572305457981,0.6180693506184752
breast-wsconsin_RL.csv,0.37644340354274863,8,manhattan,auto,35,median,Real,0.006261884002014995,0.5176777303638845,0.056987135893754516,-0.05607805063468732,0.2706694274668456,0.27350986832616203
breast-wsconsin_RL.csv,0.6523203971038153,11,manhattan,auto,40,median,Real,0.007571788999484852,0.7170743305007973,0.4341771095030589,0.3446831802181321,0.47418813712547236,0.4747522146421452
breast-wsconsin_RL.csv,0.3523391126215329,9,manhattan,kd_tree,21,median,Real,0.007136813997931313,0.46831125922828765,-0.04068403841122716,0.06849507919673399,0.18434381954723383,0.1921567873533337
breast-wsconsin_RL.csv,0.044145121686579525,19,l2,auto,44,median,Real,0.005022359000577126,0.4874421502678817,-0.07803180613287397,-0.20841393050889023,0.09565431757283663,0.10003073142878506
breast-wsconsin_RL.csv,0.6470746813109416,16,euclidean,brute,4,median,Real,0.005734088997996878,0.8104127468221077,0.6205251059458518,0.44533206246228246,0.5977019196656516,0.5981349419976071
breast-wsconsin_RL.csv,0.5063562093191062,18,manhattan,ball_tree,25,median,Real,0.0054126649993122555,0.6657197551967403,0.33071668117737385,0.2803891396269557,0.4118242478608941,0.41245807334487306
breast-wsconsin_RL.csv,0.11938017285157329,8,l2,auto,34,median,Real,0.006321444001514465,0.458251862054265,-0.08711940094553546,0.031247531199014297,0.13996247026193723,0.14989724532045365
breast-wsconsin_RL.csv,0.024539529992128786,18,l2,auto,37,median,Real,0.006244664000405464,0.4874421502678817,-0.07803180613287397,-0.20841393050889023,0.09565431757283663,0.10003073142878506
breast-wsconsin_RL.csv,0.8114678031404745,3,euclidean,brute,44,median,Real,0.005833220995555166,0.8793610192210731,0.7579943413781493,0.5081058986107437,0.7054769191721051,0.7057967737852636
breast-wsconsin_RL.csv,0.8244113223352395,6,manhattan,ball_tree,48,median,Real,0.006046282003808301,0.826424158949953,0.6524290483736305,0.4620547035216198,0.6210860441253905,0.6214945728088275
breast-wsconsin_RL.csv,0.2741499283210044,18,l2,ball_tree,9,median,Real,0.00400528699537972,0.4874421502678817,-0.07803180613287397,-0.20841393050889023,0.09565431757283663,0.10003073142878506
breast-wsconsin_RL.csv,0.6736663181216641,2,euclidean,brute,10,median,Real,0.005748827999923378,0.850945476755578,0.7022308824957186,0.0848435331871508,0.6261548784019897,0.6299570705095215
breast-wsconsin_RL.csv,0.16948568340337547,14,l1,brute,26,median,Real,0.005166392002138309,0.4874421502678817,-0.07803180613287397,-0.20841393050889023,0.09565431757283663,0.10003073142878506
breast-wsconsin_RL.csv,0.13463162897152353,8,manhattan,kd_tree,45,median,Real,0.005489864997798577,0.458251862054265,-0.08711940094553546,0.031247531199014297,0.13996247026193723,0.14989724532045365
breast-wsconsin_RL.csv,0.3178841250266374,12,l2,auto,48,median,Real,0.0050772789982147515,0.4756037073018762,-0.08831409306551258,-0.15796584438336778,0.11075755278130148,0.11639476035185091
breast-wsconsin_RL.csv,0.7770140138369814,9,manhattan,kd_tree,16,median,Real,0.010457983997184783,0.803673688568606,0.607097001382283,0.43893253494057877,0.5880995253550719,0.5885426106920905
breast-wsconsin_RL.csv,0.8630990007370801,18,l1,ball_tree,39,median,Real,0.005745538997871336,0.8172255903849543,0.6340999309787523,0.45243692109281086,0.6075502583862143,0.607972964260956
breast-wsconsin_RL.csv,0.6471053950284865,7,manhattan,kd_tree,28,median,Real,0.007589870001538657,0.7383572930629512,0.47678575566567366,0.3681642402893474,0.5008696310532363,0.5014049034386304
breast-wsconsin_RL.csv,0.9916457524226694,9,euclidean,ball_tree,38,median,Real,0.005063119999249466,0.9021606798086501,0.8035431829579377,0.5255093732983404,0.7462315332902965,0.7465082010894663
breast-wsconsin_RL.csv,0.7786021900465601,13,manhattan,kd_tree,2,median,Real,0.027542648000235204,0.8014437325528487,0.6026534612194396,0.4364303383904208,0.5849513307928667,0.5853977167175175
